PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion;ArRGeopoint;ArTGeopoint
;;63409;63409;53135;53135-63409;12335;1377202-53135;50175441;1634943-1377202;48.75437003364714, 2.269145120081244;48.75436087351714, 2.269118042812942
;;69716;69716;53132;53132-69716;12322;1392572-53132;50175533;1653601-1392572;48.7516116225846, 2.288988265866104;48.751647516314236, 2.2889741750728194
;;69716;69716;53097;53097-69716;12139;12139-53097;50175546;1634860-12139;48.75092891253846, 2.2891335807793034;48.75093790622294, 2.289133458334323
;;63337;1363999;53332;1363998-1363999;12657;1363995-1363998;50175349;1653725-1363995;48.739896191088256, 2.3301756982106747;48.739896038495765, 2.3301485023941457
;;63384;729813;53137;729812-729813;12339;1377067-729812;50175543;1653594-1377067;48.74783111566314, 2.2824976524096843;48.74781288307853, 2.282457099877733
;;69806;69806;53127;53127-69806;12298;1377057-53127;50175504;1653618-1377057;48.76150914256352, 2.255644618625364;48.76151822091157, 2.2556580938114634
;;69580;69580;53125;53125-69580;12289;1392500-53125;50175482;1634902-1392500;48.73309572900137, 2.306440728394512;48.733086893154685, 2.3064680400183626
;;69613;69613;46037;46037-69613;12278;1377017-46037;50175372;1635001-1377017;48.738438790880544, 2.311156459841503;48.7384114956119, 2.311102425736893
;;69995;69995;53119;53119-69995;12258;12258-53119;50183913;1657246-12258;48.777609216365946, 2.276182023389498;48.77758190619987, 2.2761279670261794
;;70107;70107;53118;53118-70107;415115;635636-53118;50183929;1657243-635636;48.78641261806795, 2.2655521292954077;48.78638572157442, 2.2655661189978225
;;70107;70107;53118;53118-70107;12256;1376951-53118;50183928;1657244-1376951;48.78632536031277, 2.2659889122991697;48.786325276709846, 2.2659753023897826
;;482751;1332266;415110;635405-1332266;415109;635403-635405;50183938;1594763-635403;48.788987258627444, 2.2673943118129625;48.78902323207902, 2.267393806686884
;;69828;729809;53094;729808-729809;12124;1392470-729808;50175502;1653620-1392470;48.76436024739704, 2.252746833255217;48.76435125385576, 2.2527469620006144
;;63408;63408;53112;53112-63408;12223;1392442-53112;50175457;1653648-1392442;48.75375629334012, 2.2702691236372012;48.753747216579434, 2.2702556479140794
;;73896;73896;47054;47054-73896;12651;1376860-47054;50175339;1653735-1376860;48.72837285059884, 2.307863026630099;48.72835494167752, 2.3078768598358805
;;69569;69569;47058;47058-69569;12169;12169-47058;50175486;1653625-12169;48.731139843906064, 2.3041960586976606;48.73113968539422, 2.3041688675173786
;;73894;908562;47716;908561-908562;12163;1392345-908561;50175412;1634972-1392345;48.77609879983251, 2.2601314342797547;48.77607190373046, 2.260145424011091
;;70095;70095;53089;53089-70095;12113;1376735-53089;50183921;1657245-1376735;48.78568404957179, 2.272898666761002;48.78567505617682, 2.272898792085704
;;482339;1300381;46010;729796-1300381;12229;1256199-729796;50175376;1634998-1256199;48.75647714787197, 2.2980361878557654;48.7564589207017, 2.297995623182662
;;69693;69693;46029;46029-69693;12076;1392193-46029;50175479;1653630-1392193;48.74947685523376, 2.305271045423315;48.74945863041032, 2.3052304836631223
;;69935;727796;53082;727795-727796;12074;1376513-727795;50183901;1657253-1376513;48.773509658957686, 2.2676251842773985;48.77347385184614, 2.2676529022153353
;;69597;69597;47056;47056-69597;12066;1376504-47056;50175371;1635002-1376504;48.7361925339288, 2.31156682803527;48.736246496858094, 2.3115661167493498
;;69977;69977;53081;53081-69977;12064;12064-53081;50183899;1594787-12064;48.77643766768126, 2.274320300530046;48.77640177645657, 2.2743344080945955
;;69626;69626;46058;46058-69626;19909;1392165-46058;50175558;1634848-1392165;48.74017138233797, 2.2801006654883853;48.74016230658006, 2.2800871915619294
;;485471;1423808;484530;1406164-1423808;484529;1406163-1406164;50179652;1643442-1406163;48.95810879811341, 3.122134465796267;48.95810879811341, 3.122134465796267
;;485314;1416249;485095;1411236-1416249;484751;1416243-1411236;50178989;1680890-1416243;48.85122309972637, 2.8227748980292993;48.85124104581359, 2.822747582022344
;;70515;1098325;473509;1098289-1098325;483774;1382546-1098289;50116793;1639348-1382546;48.814365459943865, 2.2438047567613175;48.814365459943865, 2.2438047567613175
;;67062;730196;47864;730195-730196;481130;1278135-730195;50165818;1313912-1278135;49.077539698602, 1.9268321736074447;49.077539698602, 1.9268321736074447
;;71585;71585;45236;45236-71585;23512;1385034-45236;50121934;1582551-1385034;48.83559066369148, 2.397323923907394;48.835599794086434, 2.3973510658612325
;;411388;1106616;411387;1106614-1106616;470604;1384374-1106614;50118598;1638571-1384374;49.20059399314563, 2.837890937383541;49.20059399314563, 2.837890937383541
;;411388;1106616;411387;1106614-1106616;470774;1073678-1106614;50118491;1638620-1073678;49.200531172210496, 2.837973450934012;49.200531172210496, 2.837973450934012
;;66808;1300046;57707;1300045-1300046;20426;1379157-1300045;50165045;1676983-1379157;49.044243096692014, 1.5258921429974959;49.04425191891313, 1.5258782119273828
;;66593;1379155;55101;1379156-1379155;14786;1379154-1379156;50165041;1676986-1379154;49.02606437908117, 1.5359128740953174;49.026285479077416, 1.5363442629744768
;;73948;73948;58660;58660-73948;29179;1379123-58660;50000224;1677841-1379123;48.988835376270764, 1.696084518451643;48.988826236901865, 1.6960710824017553
;;61849;61849;55232;55232-61849;30330;1284713-55232;50169040;1315521-1284713;48.51620920636178, 2.5447959955558725;48.51620915450217, 2.544782455371482
;;66207;66207;44793;44793-66207;19983;1373597-44793;50095297;1677366-1373597;49.00030694570296, 1.6350811018720084;49.00028741002838, 1.634944929296239
;;67098;67098;43947;43947-67098;417074;1372509-43947;50165317;1313863-1372509;49.086771825302264, 1.8734529102299573;49.086771825302264, 1.8734529102299573
;;67098;67098;43947;43947-67098;413571;1282484-43947;50165318;1313864-1282484;49.08669951764055, 1.8734134088447643;49.08669014244652, 1.8733725403950818
;;67294;865970;56830;865969-865970;474271;1372481-865969;50165615;1681912-1372481;49.14909436119534, 1.9687049437742759;49.14909436119534, 1.9687049437742759
;;65847;871762;54492;871761-871762;14440;1371351-871761;50166692;1684142-1371351;48.989818247538636, 2.3038208483071756;48.989809255783314, 2.303820968773539
;;70793;70793;42358;42358-70793;24761;1369764-42358;50145248;1584032-1369764;48.86421376259284, 2.1660221081501705;48.8642044849967, 2.1659813618640196
;;483419;1368733;480648;1368732-1368733;480647;1368731-1368732;50164631;1275203-1368731;48.70155753482058, 2.1047483554856825;48.70156938333437, 2.1051286528962603
;;71863;71863;58379;58379-71863;37057;1362963-58379;50142552;1581702-1362963;48.87294268271577, 2.419577907861572;48.872951675549075, 2.419577807650674
;;65204;861641;43398;861640-861641;21267;1361025-861640;50000239;1677828-1361025;48.95590871084533, 1.7167807588013424;48.95606185354548, 1.7168042927978926
;;71165;1353218;45693;1353217-1353218;26362;1353219-1353217;50115082;1583155-1353219;48.84839038693174, 2.349589937660539;48.84839945397761, 2.349603451665997
;;71461;71461;45499;45499-71461;40229;1351519-45499;50122060;1582454-1351519;48.886776451439886, 2.305143996010377;48.8867765305746, 2.3051576322339105
;;66159;66159;43619;43619-66159;13884;1350731-43619;50095013;1677591-1350731;48.9994005218028, 1.8869924687843802;48.99933771063089, 1.8870074820994474
;;416613;667057;416612;667055-667057;416611;1349266-667055;50098389;1275113-1349266;48.70892456722518, 2.3184768446437705;48.70892456722518, 2.3184768446437705
;;74008;74008;58813;1716297-74008;29893;1348884-1716297;50146180;1588324-1348884;48.74002118037443, 2.3595069186987043;48.74001972098732, 2.359234959051161
;;71492;1347796;43600;1347795-1347796;463205;1347794-1347795;50026249;1816152-1347794;48.889681809953224, 2.3385838243831936;48.88926771224933, 2.3385099848018176
;;71275;1347351;45450;1347350-1347351;25344;1012076-1347350;50122069;1582446-1012076;48.86339391279081, 2.2689651884405757;48.86343013362995, 2.2690055738465795
;;71275;1347351;45450;1347350-1347351;37720;1347336-1347350;50143742;1580676-1347336;48.862282970261774, 2.2681901836991227;48.86233676022598, 2.268162166230068
;;412694;483252;412383;474965-483252;39479;1347061-474965;50114390;1586927-1347061;48.84702359713306, 2.311070294209553;48.84705964737182, 2.3110834445080197
;;71593;1339061;45235;1339062-1339061;25337;1339058-1339062;50121935;1582550-1339058;48.83639327735755, 2.39419475498699;48.836402408455996, 2.3942218968106217
;;71208;1338269;45143;1338270-1338269;25773;1338263-1338270;50121763;1582689-1338263;48.853330920763376, 2.2976309450204044;48.85333100075613, 2.297644572479925
;;71207;1206903;45141;45141-1206903;26353;800130-45141;50114388;1586929-800130;48.852433517819264, 2.3087773579477173;48.852407011441166, 2.3088594792367707
;;73644;73644;45126;45126-73644;23316;23316-45126;50121526;1582879-23316;48.858853279610734, 2.3038399182350378;48.85888972666366, 2.303921211131062
;;73644;73644;45126;45126-73644;26314;1338236-45126;50121719;1582727-1338236;48.859201541736404, 2.3034127328146434;48.85921061390825, 2.303426241586012
;;73644;73644;45126;45126-73644;22766;1338239-45126;50121749;1597276-1338239;48.85842887133634, 2.3035457320698165;48.85842895065512, 2.3035593608717457
;;62199;62199;45813;45813-62199;30288;1283204-45813;50169453;1315134-1283204;48.569736816628065, 2.53852972628007;48.56972771622228, 2.538502697481042
;;61865;61865;55228;55228-61865;30331;1284721-55228;50169035;1315523-1284721;48.51940249993772, 2.554220219764529;48.51940249993772, 2.554220219764529
;;61861;61861;55226;55226-61861;481437;1280810-55226;50169041;1315190-1280810;48.51847991647318, 2.550504226261899;48.5184798140532, 2.550477144709715
;;61900;1283391;55248;1283390-1283391;30387;1283389-1283390;50169223;1315182-1283389;48.524562348708216, 2.543734877696691;48.524562296728064, 2.543721335357016
;;61969;899397;55247;898905-899397;30282;1284235-898905;50169463;1315335-1284235;48.534822837395595, 2.526659610107398;48.534822513822654, 2.5265783402751976
;;473123;1283109;42305;1283108-1283109;31077;1283103-1283108;50169005;1663028-1283103;48.52820963641408, 2.571386512125138;48.528200592001284, 2.5713730423341348
;;71802;71802;57263;57263-71802;27053;1336049-57263;50142584;1581677-1336049;48.8659770121438, 2.4279163104855463;48.865976946988276, 2.4279026795364933
;;66970;744381;43019;43019-744381;18577;1323277-43019;50095246;1677411-1323277;49.06058406222409, 1.544367614572533;49.06058389647907, 1.5443539344734118
;;66957;66957;57184;57184-66957;18544;1324362-57184;50095209;1677439-1324362;49.060014001159885, 1.5992995546048885;49.06004932353726, 1.5992438633046153
;;74134;74134;59045;59045-74134;14840;1300253-59045;50165006;1677019-1300253;49.10768287339792, 1.4964058486713245;49.110945590586184, 1.4984344203256252
;;74129;74129;59040;59040-74129;21537;1299474-59040;50165014;1677011-1299474;49.090907254142934, 1.4889093317351858;49.090889102915455, 1.4888961677727046
;;74126;74126;59037;59037-74126;14822;1298375-59037;50165023;1677002-1298375;49.08713149281201, 1.4804481972767392;49.08712233019286, 1.4804347738090045
;;74126;74126;59037;59037-74126;14821;1298371-59037;50165022;1677003-1298371;49.0870967454863, 1.4805450591528604;49.08708758287768, 1.480531635677006
;;74131;74131;59042;59042-74131;14813;1300180-59042;50165026;1676999-1300180;49.10524502203028, 1.4565915963893068;49.10523585691001, 1.456578172448471
;;67046;67046;55103;55103-67046;14798;1301003-55103;50165037;1676990-1301003;49.06412066391704, 1.5482782910721262;49.06412066391704, 1.5482782910721262
;;66060;66060;42596;42596-66060;12528;1324335-42596;50095255;1677402-1324335;48.994074890949584, 1.507470654827918;48.994074720993034, 1.507456992358992
;;66771;66771;55088;55088-66771;14744;1300373-55088;50165075;1676963-1300373;49.04192495429951, 1.5729755004123653;49.0419342694674, 1.5730026037927767
;;66771;66771;55088;55088-66771;14745;1300377-55088;50165074;1676964-1300377;49.04185400768208, 1.5730595292830658;49.04184485500918, 1.5730461011856913
;;67094;1327304;54128;1327303-1327304;32919;1327302-1327303;50165544;1313260-1327302;49.087371211356476, 1.9231572941672996;49.08736204436322, 1.9231377698202354
;;67133;67133;43939;43939-67133;29566;886019-43939;50165780;1313901-886019;49.10128795505989, 1.9668951477648235;49.10127903526651, 1.9669035421086905
;;65082;65082;54102;54102-65082;32795;1299561-54102;50164879;1677126-1299561;48.94780380823785, 1.7937050994576127;48.947803670866314, 1.7936914482983644
;;65272;65272;54098;54098-65272;32788;32788-54098;50164885;1677120-32788;48.960749030337034, 1.7949617316066904;48.96077586701864, 1.7949474518468411
;;65001;1190073;54095;1190072-1190073;32783;1298776-1190072;50164890;1677115-1298776;48.942736898801655, 1.7942458619295991;48.94280038819449, 1.7942990021775387
;;64704;64704;54036;54036-64704;32622;1299456-54036;50164839;1677137-1299456;48.91418198598735, 1.7862289189705083;48.914154734504656, 1.786202263501779
;;64704;64704;54036;54036-64704;482278;1296971-54036;50164929;1677083-1296971;48.91419235984913, 1.786365132482156;48.91418322996178, 1.7863516998569153
;;67155;67155;413565;663532-67155;32597;1304268-663532;50165498;1646785-1304268;49.10590041727741, 1.8471384449486543;49.10589142713436, 1.8471386448811693
;;66916;66916;47837;47837-66916;32596;32596-47837;50165550;1313437-32596;49.055850445429364, 1.9595575086895798;49.05585967313007, 1.9595846884073045
;;66916;66916;47837;47837-66916;413530;1283783-47837;50165549;1646774-1283783;49.05581258663254, 1.9593393500908807;49.055749295824, 1.9592995723153674
;;65159;65159;53998;53998-65159;32529;32529-53998;50164952;1677064-32529;48.952624979614455, 1.811782501317382;48.95259746415493, 1.811728507825671
;;65223;65223;53992;53992-65223;32517;1298403-53992;50164962;1677054-1298403;48.95801646178802, 1.8076987654215289;48.957990030835404, 1.8077539994531264
;;64800;64800;54096;54096-64800;32785;1298811-54096;50164888;1677117-1298811;48.9261703014477, 1.7870820818986077;48.92610666974424, 1.7870153219925862
;;65954;65954;57187;57187-65954;13838;1233404-57187;50095231;1677419-1233404;48.99173929965585, 1.8593059073985825;48.99168535275304, 1.8593070917250354
;;65954;65954;57187;57187-65954;13837;1233400-57187;50095232;1677418-1233400;48.991914157520654, 1.8597257074105986;48.991923538206024, 1.859766498853101
;;65742;65742;57145;57145-65742;18358;895079-57145;50094874;1677654-895079;48.984058145363676, 1.788560796780504;48.98413061212505, 1.7886123966758656
;;65742;65742;57145;57145-65742;18359;1117919-57145;50094875;1677653-1117919;48.98388523129452, 1.788358503721329;48.98388550724127, 1.7883858249662439
;;65846;1272604;42528;1272603-1272604;13803;973556-1272603;50095196;1677451-973556;48.98813749870508, 1.8188687664291021;48.98807482990887, 1.818897520628906
;;421055;746200;54309;54309-746200;417086;1282832-54309;50165136;1676918-1282832;49.05505244564665, 1.7668844551447143;49.05502533388741, 1.7668714167735589
;;65809;1287048;54484;1287047-1287048;14422;1287045-1287047;50166395;1684210-1287045;48.987535481447715, 2.3009547207115664;48.987544154786306, 2.3008999491253883
;;71691;836352;58375;58375-836352;24737;1332831-58375;50144664;1584478-1332831;48.85101313608885, 2.4225477243762565;48.85102199756533, 2.422520370659259
;;66147;1287312;54174;54174-1287312;13277;1287288-54174;50166550;1314969-1287288;49.00011482560679, 2.2915738758531234;49.000105672603354, 2.2915466665706066
;;66147;1287312;54433;1287311-1287312;14316;1287307-1287311;50166459;1314881-1287307;48.99956188202974, 2.2938774551158585;48.999598089902754, 2.293917963724776
;;66147;1287312;54433;1287311-1287312;14315;1287299-1287311;50166458;1314880-1287299;48.999115496956804, 2.2928995137185995;48.999115496956804, 2.2928995137185995
;;66830;846697;54181;54181-846697;13293;1286412-54181;50166239;1314676-1286412;49.05028399655217, 2.3359791181209393;49.05028399655217, 2.3359791181209393
;;65958;1288147;54490;1288146-1288147;481471;1288138-1288146;50166640;1315048-1288138;48.99322852793815, 2.308858616123008;48.99321937879424, 2.3088314074023946
;;65958;1288147;54490;1288146-1288147;14449;1288132-1288146;50166639;1315047-1288132;48.99261976505572, 2.309331325131278;48.992610616013735, 2.309304116646198
;;66064;66064;54434;54434-66064;14318;1288108-54434;50166635;1315045-1288108;48.99707769017334, 2.290439990073402;48.99708643944102, 2.2903988718236667
;;66472;66472;54414;54414-66472;14241;1287929-54414;50166598;1684172-1287929;49.01859255697764, 2.3161363072714325;49.0185835654552, 2.316136425672353
;;65338;65338;50984;50984-65338;415307;643915-50984;50166542;1684183-643915;48.9650934655179, 2.2938675887886317;48.96510245747187, 2.293867466658075
;;65796;65796;54486;54486-65796;14427;1229800-54486;50166693;1314933-1229800;48.98764884903127, 2.2988079857939843;48.987665794391674, 2.2986301282188113
;;65716;65716;54450;54450-65716;14348;1287439-54450;50166486;1314908-1287439;48.98414666098655, 2.3183794130700104;48.98410170189657, 2.3183800027413564
;;65556;65556;54449;54449-65556;14347;1287432-54449;50166483;1314906-1287432;48.97679297437888, 2.3108940591341134;48.97680165234243, 2.3108393005266814
;;65860;1232793;54499;54499-1232793;14453;1287394-54499;50166478;1314899-1287394;48.98999787407756, 2.291493172450369;48.989988398213924, 2.291411315338245
;;72403;72403;43791;43791-72403;14301;1287387-43791;50166476;1684196-1287387;48.96193040353236, 2.311282244400866;48.96191194892215, 2.311200546998752
;;65996;65996;52310;52310-65996;10366;1287376-52310;50166606;1315020-1287376;48.99456769493981, 2.3358029190314196;48.99457638412826, 2.3357481458548017
;;66288;66288;54454;54454-66288;14358;1287354-54454;50166471;1314892-1287354;49.005628180608355, 2.316566680112032;49.005628180608355, 2.316566680112032
;;66635;836459;54432;54432-836459;14313;14313-54432;50166468;1314889-14313;49.03295429752586, 2.355387644784838;49.03293638805487, 2.3554015427392936
;;66635;836459;54432;54432-836459;14314;1287347-54432;50166469;1314890-1287347;49.03303500023579, 2.3553456159332313;49.03303500023579, 2.3553456159332313
;;66040;66040;54451;54451-66040;14350;1287148-54451;50166424;1314858-1287148;48.99634213691933, 2.329862859843501;48.99634213691933, 2.329862859843501
;;66320;1287147;54437;1287146-1287147;14325;1287142-1287146;50166422;1314856-1287142;49.00714114456727, 2.315384921366029;49.007132074986465, 2.315371372039919
;;65857;65857;54446;54446-65857;14342;1287192-54446;50166432;1314846-1287192;48.9898857708865, 2.3250816308846622;48.9898857708865, 2.3250816308846622
;;65692;65692;54453;54453-65692;14356;14356-54453;50166484;1314842-14356;48.9829143697184, 2.316742414312077;48.982914136288336, 2.316701429919968
;;65946;65946;54439;54439-65946;481595;1286780-54439;50166310;1314743-1286780;48.992824992578534, 2.32966224930078;48.992852044178946, 2.329675565391717
;;65540;1286607;54502;1286606-1286607;14464;1286602-1286606;50166282;1314715-1286602;48.97614940624536, 2.288458004063406;48.97614940624536, 2.288458004063406
;;65319;65319;54425;54425-65319;14274;1286562-54425;50166276;1314709-1286562;48.96514173056347, 2.3036596072878637;48.9651419684529, 2.3037005776107597
;;65319;65319;54425;54425-65319;14273;1286566-54425;50166275;1684248-1286566;48.964937452139154, 2.304099392388602;48.96493737288963, 2.3040857356673747
;;415299;659561;415298;659562-659561;28546;1286554-659562;50166274;1314706-1286554;48.97871332981457, 2.3504592262886503;48.97870418997994, 2.3504320178474627
;;65892;65892;54479;54479-65892;14410;1308785-54479;50166672;1314657-1308785;48.991305627425646, 2.2921449129668097;48.99126042693931, 2.2921045345549915
;;481668;1286253;54476;54476-1286253;14401;14401-54476;50166206;1314648-14401;48.98830208444, 2.296722253659816;48.98830208444, 2.296722253659816
;;66605;66605;54418;54418-66605;14257;1286237-54418;50166195;1684267-1286237;49.03064860179244, 2.3716484713450625;49.03063996806148, 2.3717169506607014
;;65525;65525;54464;54464-65525;14381;1286206-54464;50166189;1314627-1286206;48.97565820112522, 2.3475740501538587;48.97560417532018, 2.347561067753927
;;65529;1286180;54424;1286179-1286180;14270;1286175-1286179;50166186;1314621-1286175;48.97586465458396, 2.3012073047712898;48.97586465458396, 2.3012073047712898
;;65558;65558;54500;54500-65558;14460;1286092-54500;50166170;1314607-1286092;48.97677374437082, 2.2845697561359186;48.97676458957803, 2.2845425603053924
;;69729;69729;57491;1716302-69729;35936;1328165-1716302;50146158;1588346-1328165;48.75285109221296, 2.3619203520174077;48.75281526260423, 2.36194799430111
;;65003;1328010;57586;1328009-1328010;424559;1233415-1328009;50112313;1677166-1233415;48.942519219719266, 1.749305176144833;48.94250951618905, 1.7492371441092505
;;424568;802044;424567;802042-802044;424566;1233329-802042;50112307;1677170-1233329;48.99086386085922, 1.7680388608428508;48.990863720570744, 1.7680251984403241
;;66153;66153;57584;57584-66153;424576;1326050-57584;50112297;1677174-1326050;48.998197230634986, 1.6259516014591269;48.99816963274555, 1.6258976591686798
;;65405;1141989;56635;56635-1141989;17450;1326021-56635;50095101;1677521-1326021;48.96640515262132, 1.6018355958783248;48.966378339157096, 1.601849976824099
;;415152;1325966;415151;1325967-1325966;415150;1325964-1325967;50094782;1677736-1325964;48.88085077721462, 1.5084522337699366;48.88084178580715, 1.5084524913143076
;;67026;1325943;53271;1325942-1325943;12550;1325939-1325942;50095277;1677383-1325939;49.070196896136636, 1.6789703285140007;49.070187905980845, 1.678970557450497
;;66679;1325901;53265;1325900-1325901;12538;1325897-1325900;50095265;1677395-1325897;49.033996780950666, 1.6257289787472755;49.03399662446482, 1.625715305401269
;;65037;65037;53230;53230-65037;12428;1325885-53230;50094818;1677708-1325885;48.94443085959392, 1.6431014596208118;48.94438636735099, 1.6431435820562519
;;415191;637642;415190;637640-637642;415189;1325810-637640;50094791;1677731-1325810;48.727096570190305, 1.377545861650117;48.72708739306112, 1.3775325487767334
;;482707;1325777;56649;56649-1325777;17491;1325774-56649;50095412;1677289-1325774;48.94478347115884, 1.5421472822980657;48.944800955008155, 1.5421058293126497
;;74208;1325745;59132;1325744-1325745;41543;41543-1325744;50095109;1677515-41543;48.94315301587744, 1.5367724008560968;48.94314085872175, 1.5365133193052536
;;65367;65367;56629;56629-65367;17490;1325462-56629;50095411;1677290-1325462;48.96592362281618, 1.5573861559551792;48.96595909320132, 1.5573441922178979
;;66617;66617;57168;57168-66617;18471;1325453-57168;50095031;1677577-1325453;49.030728129641965, 1.8475632090948824;49.0307279984135, 1.8475495359950285
;;65678;65678;57566;57566-65678;482704;1325446-57566;50112323;1677161-1325446;48.98051096857762, 1.724849392581318;48.98050197756649, 1.7248496131862618
;;66424;1325386;57122;1325385-1325386;18308;1325383-1325385;50094825;1677701-1325383;49.01197601433489, 1.6970074259217387;49.01195714268728, 1.6969258705170722
;;66424;1325386;57122;1325385-1325386;18309;1325384-1325385;50094824;1677702-1325384;49.01187667159414, 1.6969689038567468;49.011920437990106, 1.6968584340865895
;;482702;1324604;57133;57133-1324604;18335;1324597-57133;50094851;1677676-1324597;48.99299111040559, 1.821341334369364;48.99298198511051, 1.821327875230893
;;415177;637542;415176;637540-637542;415175;1324591-637540;50094805;1677718-1324591;48.89628447161525, 1.536070862175068;48.8962754802753, 1.536071115026037
;;415177;637542;415176;637540-637542;415178;1324594-637540;50094806;1677717-1324594;48.89619405806245, 1.53603248005795;48.896202882683255, 1.5360185903242325
;;65482;1324542;56628;1324541-1324542;17528;1324543-1324541;50095531;1677237-1324543;48.967385201835384, 1.536978226235444;48.96737604448347, 1.5369648237272904
;;64867;64867;56640;56640-64867;17517;1324533-56640;50095514;1677249-1324533;48.93334147165959, 1.5509180903602133;48.93334246174143, 1.5509999703142063
;;421044;1324532;46894;1324531-1324532;18453;1324530-1324531;50095009;1677595-1324530;48.998603048571226, 1.884399068362142;48.998601778119806, 1.8842624209952918
;;66454;66454;57198;57198-66454;18603;1324504-57198;50095345;1677335-1324504;49.018954308279994, 1.8241429577520534;49.01894518352378, 1.8241294913928898
;;66090;66090;57154;57154-66090;18399;1324466-57154;50094916;1677627-1324466;48.9973145991515, 1.7286328938155302;48.99730546350135, 1.7286194498487952
;;415144;637287;415143;637285-637287;415145;1324448-637285;50094786;1677734-1324448;48.731470044258295, 1.384277527754175;48.731470044258295, 1.384277527754175
;;462042;1324420;57191;57191-1324420;18590;1324414-57191;50095326;1677341-1324414;48.98819455585093, 1.801048419571544;48.988185428238694, 1.8010349652392343
;;65814;1272591;57182;1272590-1272591;18537;1324352-1272590;50095202;1677445-1324352;48.98693568442195, 1.8137308766576998;48.986926558221164, 1.8137174204239448
;;66610;1324314;57176;1324313-1324314;18507;1324315-1324313;50095078;1677539-1324315;49.030346080784966, 1.8443031454201653;49.03040120988655, 1.844425001673423
;;65349;1298838;56650;1298839-1298838;17521;1324301-1298839;50095520;1677246-1324301;48.96468296476163, 1.631864034447196;48.96458889306081, 1.6322899456563114
;;65349;1298838;56650;1298839-1298838;17464;1324297-1298839;50095123;1677507-1324297;48.96447387932204, 1.6324568816966;48.96446551125642, 1.6325117385292724
;;415161;1324286;415160;1324285-1324286;415159;1324284-1324285;50094772;1677745-1324284;48.86711906097962, 1.418328081458368;48.867110069659994, 1.4183283544903933
;;66101;744266;46960;46960-744266;18623;1324195-46960;50095365;1677322-1324195;48.99670057972797, 1.745486093238262;48.9966915888164, 1.7454863103409224
;;65197;1298755;56658;1298754-1298755;17505;1323994-1298754;50095390;1677304-1323994;48.96624340125742, 1.596458007106048;48.966261542851306, 1.5964711770514344
;;415207;637706;415206;1323948-637706;415208;1323951-1323948;50094800;1677723-1323951;48.72576017244099, 1.3725562609283404;48.72575099474475, 1.3725429492720547
;;415203;637690;415202;637688-637690;415201;1323890-637688;50094797;1677726-1323890;48.73355319424173, 1.3859810278797449;48.733544201936496, 1.3859813057823382
;;64534;64534;56652;56652-64534;17499;1323886-56652;50095430;1677276-1323886;48.89016347161182, 1.5684059310251217;48.890163145541706, 1.5683786602307535
;;66783;66783;53252;53252-66783;12501;1323819-53252;50095170;1677468-1323819;49.04350876476165, 1.5990336174258428;49.04360026221528, 1.5991679487315518
;;71233;1323048;45125;1323047-1323048;26308;1218641-1323047;50121942;1582544-1218641;48.856522406834664, 2.3020310971991917;48.85652248632607, 2.302044725500146
;;65335;65335;46973;720191-65335;18028;995451-720191;50000235;1677832-995451;48.96447679756178, 1.719888389582434;48.96447679756178, 1.719888389582434
;;65744;861768;44792;861767-861768;18006;1322166-861767;50000055;1677961-1322166;48.98387127413814, 1.707741553132856;48.983862136032, 1.7077281163165297
;;65417;65417;56997;56997-65417;17998;995459-56997;50000233;1677834-995459;48.9688017545355, 1.7214893916165523;48.968783626736254, 1.721476177417463
;;65696;861776;44547;861775-861776;17987;861774-861775;50000155;1677887-861774;48.98132081651607, 1.7114257684087408;48.98127630181615, 1.7114678622385209
;;65387;846511;43952;43952-846511;12442;1237983-43952;50000167;1677880-1237983;48.96668940671949, 1.6809041526699469;48.96666198293843, 1.6808638697115075
;;65387;846511;43952;43952-846511;417740;995237-43952;50000059;1677958-995237;48.96674903897927, 1.6806021275637397;48.96675787977584, 1.6805882435416417
;;65317;65317;56982;56982-65317;17936;17936-56982;50000237;1677830-17936;48.963199930603174, 1.7131861404455875;48.96323545552525, 1.7131442852777632
;;65594;65594;56636;56636-65594;17451;17451-56636;50095393;1677302-17451;48.97560781113557, 1.5927895723984606;48.97568005799555, 1.5928149407939955
;;65645;65645;57575;57575-65645;19965;1299466-57575;50164822;1677150-1299466;48.979112672365154, 1.7227523098108795;48.979112672365154, 1.7227523098108795
;;65870;65870;53288;53288-65870;12595;1322348-53288;50089580;1677768-1322348;48.98871589650487, 1.761188874379231;48.988698478748866, 1.7612439503429693
;;411493;1088440;473132;1088393-1088440;415141;637273-1088393;50094788;1677733-637273;48.73213840804835, 1.3718951358506561;48.73203875117512, 1.3718438455170388
;;411493;1088440;411492;1088439-1088440;472532;1080651-1088439;50118741;1638500-1080651;48.73100314312089, 1.370448236795748;48.73100314312089, 1.370448236795748
;;411493;1088440;411492;1088439-1088440;472080;1078816-1088439;50117098;1639215-1078816;48.73113895542799, 1.3705119944531556;48.73113895542799, 1.3705119944531556
;;66674;1322535;53254;53254-1322535;12506;1322531-53254;50095175;1677466-1322531;49.034065188304204, 1.6005057751171345;49.03412104236253, 1.6006684005538305
;;66674;1322535;53249;1322518-1322535;12495;1322520-1322518;50095164;1677473-1322520;49.033893029307364, 1.601166938005079;49.033883879707545, 1.6011535070125171
