zdc_a,zdb_b,duree_mediane_secondes,nb_observations
61579,482874,445,14
61860,61864,325,8
71156,423142,421,8
72295,74035,499,2
61218,479926,350,34
60292,60299,423,8
74027,422805,441,2
73635,482794,410,12
72611,72637,465,4
71765,71785,405,30
71159,73641,436,34
64176,482602,377,8
71367,71376,485,8
60450,73857,438,114
63715,418916,439,16
70662,427178,419,16
63646,424824,400,8
62204,62210,447,8
64638,64640,479,6
71337,420240,471,10
69018,69021,389,8
62915,62936,455,8
64736,64738,493,16
73424,73432,470,8
60371,480856,456,2
69931,69968,441,14
71816,71838,464,4
69677,74372,425,20
64351,64358,487,4
72708,72714,381,8
71651,71658,420,12
73124,73132,369,6
62147,62155,437,8
60622,60632,413,8
69759,482339,478,24
70469,461505,384,84
65884,65974,421,28
59585,59588,482,6
69670,415677,383,18
72584,72586,348,8
69654,415677,471,20
73475,73479,395,6
64700,64703,454,6
73346,477278,485,2
73509,73521,389,12
63716,63747,477,8
66267,423704,501,4
69548,69554,414,14
65565,65676,406,4
425686,478351,364,28
73365,73368,471,8
63964,63991,453,36
62731,62732,353,4
73404,73410,457,6
62480,62481,462,4
65019,65052,365,16
65734,65748,431,8
412726,463520,375,8
73063,482873,380,16
71547,74003,374,4
71419,73849,432,26
69213,69224,444,8
70116,70145,468,2
68413,68432,443,2
63755,483640,483,2
72524,72538,390,24
65140,65196,388,4
60247,479902,358,26
71870,463759,436,6
60199,60200,481,8
64686,64687,447,6
72111,420151,355,24
60313,60320,307,2
65202,420192,494,2
72704,72715,459,6
72078,74003,447,28
71481,71501,405,12
71311,71832,478,20
70939,70945,427,26
64921,64956,461,16
72639,72652,463,18
62675,62688,282,8
69665,69677,426,12
70657,70673,469,6
70410,482726,498,2
64916,64921,350,16
71920,71940,475,20
71953,71973,494,4
424897,424901,406,8
72888,73769,409,2
70307,74030,461,12
69517,69524,474,4
60525,60541,459,8
70597,478742,436,6
71255,71268,462,8
70587,74217,397,8
72756,72757,459,14
70264,73625,482,8
69881,69898,457,10
68598,68605,443,8
70612,70643,445,8
61878,61884,402,8
70044,70063,423,4
68203,490756,490,4
70898,70904,286,8
71473,71477,419,2
65940,65957,484,4
65627,482086,471,2
72329,413409,370,8
72286,72293,481,6
71678,71680,454,6
69872,69898,438,8
71114,73638,395,12
70627,419794,456,4
65415,473026,380,8
70428,70466,411,8
71815,412724,473,6
63485,73726,322,16
71077,74019,435,14
73844,473829,360,6
72286,480604,376,64
73187,73188,360,8
66858,473166,423,56
72409,72411,453,4
64213,64215,366,8
63562,63570,331,4
60253,60255,398,8
72733,72747,401,8
72347,72350,367,8
71865,463759,458,8
71221,71227,479,6
60514,74108,442,8
71284,71297,432,14
71575,71579,397,10
65836,65887,401,4
70668,70988,420,20
73731,73861,356,28
71617,71621,458,16
70750,70753,434,16
70866,70868,359,18
60899,60917,459,6
63771,412657,397,8
72898,72905,400,8
72752,426083,475,2
70376,482705,397,8
71052,71084,484,12
71703,479928,461,4
71565,427003,451,6
71174,463577,369,4
70513,70538,429,8
62205,412096,447,8
63659,63671,396,8
70572,70583,325,6
60533,60545,316,8
65896,65897,465,2
71110,415847,492,6
73132,73134,442,12
71220,479968,413,2
62712,62728,462,12
71065,71066,394,4
70601,482603,329,10
63553,63586,432,16
63592,63606,314,8
71202,73640,465,30
71870,73676,408,30
72323,412711,259,24
66635,425818,372,8
71231,71234,350,6
70859,70865,342,4
72129,72491,382,24
68344,68361,459,16
71224,71238,463,24
62625,62657,424,8
71228,71253,433,10
72136,74028,359,4
72553,73696,489,16
66338,479943,420,4
67445,67449,291,4
61145,482599,377,4
63128,63147,352,8
73706,420776,445,6
64009,64020,481,16
73359,73362,382,16
69466,420177,385,16
65760,65828,394,8
70435,70439,304,12
71120,71127,435,12
60309,60315,332,40
63388,63392,374,16
72770,72779,424,18
73552,73558,457,6
71076,71082,449,42
73857,420835,430,28
68159,420857,366,30
66071,424901,487,8
71075,482788,333,12
68374,68385,443,16
73558,73561,472,4
70080,70094,451,16
62744,62761,321,8
72260,491329,436,16
481050,487094,495,2
71475,482347,463,32
64974,64997,488,10
71634,482432,402,44
71956,426280,341,24
71194,71204,422,30
66207,66224,420,8
64928,482098,355,4
71836,71843,448,14
63817,63819,397,8
59958,426737,393,8
62928,420737,400,8
68524,493516,472,4
69770,426139,476,6
66216,66280,483,2
69933,69964,370,10
71047,71053,409,24
70884,70894,448,4
71661,71667,390,8
72862,72863,497,8
72451,72465,449,8
69710,69720,448,6
64768,64780,357,8
63186,63193,485,4
66037,421243,451,4
66815,66845,444,4
71393,479996,420,6
63995,73936,432,6
71867,71887,463,8
68265,68277,482,4
65409,65448,457,4
70080,415113,445,4
70676,71015,424,26
62633,62642,412,40
72469,424956,454,8
70324,70372,436,10
65544,65593,463,4
73093,73098,454,4
65310,65340,481,6
63883,63898,437,8
73619,480747,420,22
72439,73910,290,6
70671,492985,438,18
65896,65964,407,4
71356,71380,426,4
63804,63834,447,8
69943,70003,462,10
60187,426767,429,4
70617,70649,473,4
71162,71172,410,20
70126,70163,388,8
71963,462127,450,22
60264,426772,318,8
418987,425876,373,8
72240,72251,428,32
69633,69645,433,20
71227,71270,460,56
69872,420300,409,12
64156,483416,414,24
72511,72512,426,22
72767,72772,476,8
70246,70279,422,16
60520,60531,436,8
71283,71294,406,42
66816,493509,242,18
65556,65574,392,8
74030,420299,454,32
67860,67873,418,8
73112,73119,417,8
64970,64994,412,4
72251,72272,443,6
71588,71592,436,4
66649,66654,444,4
71893,71899,436,22
63458,63459,338,8
72143,72151,430,8
71447,71463,450,8
60215,60241,441,2
65682,463843,490,12
71877,71892,485,4
64259,480590,412,10
70242,495693,306,4
62242,62257,407,30
71010,71020,466,8
72143,72161,396,8
72427,73799,425,8
65144,65159,444,8
70449,70475,445,8
65586,413213,446,22
71732,71745,403,12
71397,71406,426,4
415526,415618,475,2
62964,62968,412,6
65346,65375,445,8
66834,473130,335,46
71351,71369,462,12
72023,482791,403,6
71943,71958,495,4
415526,463564,450,20
60008,426714,425,8
72204,482854,395,54
65613,65649,333,16
72259,72274,415,8
419794,478861,451,10
66450,66468,475,4
71513,71532,401,16
65508,65537,426,8
71693,415526,404,28
71343,73643,343,14
63016,63047,391,8
64017,64024,414,16
71105,71133,482,2
69451,69453,470,8
415816,473194,385,18
62451,424106,389,12
71175,71186,384,8
66077,66086,491,4
73083,73086,382,16
64059,64070,421,8
69476,425792,448,8
65669,479941,419,20
73048,73051,417,16
71226,415744,473,2
60757,60763,472,8
71594,71600,397,24
70185,70208,349,6
69775,69777,318,14
64927,64938,384,4
71314,71315,430,12
71103,421357,394,2
67778,67783,426,2
71969,71973,318,10
70667,479958,328,4
69259,69262,422,8
62214,62220,411,8
425786,482856,337,8
73669,463802,345,8
63457,63477,442,8
65796,65809,310,8
63225,63244,450,52
72329,413153,416,14
69563,69564,441,4
73152,73160,457,4
71457,71940,499,2
61541,61552,475,4
63980,422420,360,20
71720,71744,493,4
64188,416072,313,16
72881,461920,348,48
71117,482727,379,12
71142,71160,410,20
68106,68112,394,12
63351,63368,464,2
68155,68165,330,8
70817,70824,482,12
64740,64750,395,8
64060,64074,373,12
71372,71401,422,4
73626,463536,414,54
62341,62350,442,4
69682,69684,346,18
70577,463655,411,4
70772,70780,392,24
71817,412678,448,32
70173,70201,440,12
73329,483444,316,24
70279,70289,333,16
70135,70186,408,18
73507,412734,440,8
461505,479954,286,16
72081,479934,338,24
66267,66340,436,4
64530,64533,490,2
62800,62832,387,4
65957,66029,478,8
72651,72661,498,2
63694,63719,489,2
63995,73734,455,16
419897,419901,421,2
62709,62740,404,8
60398,60412,338,8
72883,72886,265,8
71047,464006,465,4
462511,462515,408,8
64901,64912,378,8
72327,72335,459,4
72939,72942,396,10
63144,420712,421,24
70143,415734,408,22
71193,71217,453,8
70296,485504,443,12
60792,73774,479,4
73549,73550,413,18
69702,69720,490,2
65213,65230,333,8
67015,67030,383,6
64653,64665,451,6
60511,60528,454,8
70798,70809,477,2
72884,72886,434,16
70362,70381,415,22
70854,70860,378,22
60691,60723,489,4
72536,72546,431,8
72480,482838,275,12
62078,482867,270,12
71599,71606,441,34
64894,64900,304,8
71313,420241,442,16
70622,70652,394,52
64952,64981,405,6
61001,61033,498,4
61749,61769,411,8
68867,68875,392,4
71135,71637,589,14
70556,70592,397,4
73427,73433,476,12
70883,70889,468,6
62370,62372,423,8
71984,72002,411,2
70182,70220,474,12
62744,62758,372,8
68801,68822,446,8
60659,490562,343,8
70079,70105,406,12
70269,420298,451,12
63210,69548,434,8
63134,63151,486,2
65110,479899,454,12
71256,71277,448,22
68259,419935,431,8
70457,73691,354,8
65670,479941,391,8
60402,60408,417,8
72516,73695,444,38
61094,425991,367,10
63530,63531,408,8
70173,70192,422,8
65736,424020,396,4
70721,70729,450,20
66303,66313,442,8
64845,64883,483,18
61610,485796,449,8
72450,72463,426,46
71341,71354,398,10
63187,63208,355,8
65688,65715,381,6
72124,72134,463,4
60547,60559,364,8
73580,73582,421,2
69539,70682,487,8
72667,461959,471,16
71434,71463,441,16
68635,68636,395,8
67166,67171,444,8
66042,66095,422,8
70698,483446,375,64
63954,491454,478,2
61397,61403,447,4
71355,71370,490,8
64647,64659,345,8
68596,68611,465,8
73097,73103,501,2
67647,67650,462,4
71811,71935,468,14
72743,427777,300,8
68626,68636,354,8
61051,61054,480,2
72256,72265,334,8
71045,482449,469,14
61947,61954,432,4
69847,69890,458,8
71090,71109,426,26
71420,71435,464,28
65560,65618,387,66
65039,483231,429,8
73797,73844,444,8
62119,62139,451,14
70889,70899,492,8
71681,71697,475,4
66295,66337,452,8
71444,490918,477,6
72103,482910,481,8
69978,70009,408,8
63905,63911,387,8
73573,73578,403,12
63766,422455,419,16
72206,479983,306,18
73059,73070,438,2
73780,73781,472,4
66273,423496,470,8
73801,462127,388,24
70115,70124,395,16
68804,68826,352,8
66647,473133,390,8
61010,61024,481,8
69598,69615,461,10
65063,65081,461,34
73479,480715,476,4
72112,72122,404,12
60829,60836,401,2
73130,73132,455,12
65905,65919,382,8
425945,490703,435,6
71131,71133,449,16
69730,69775,466,6
71275,71286,455,8
64674,64682,385,10
417697,493500,461,12
71033,415684,468,30
70965,424844,297,8
61272,61274,405,8
65785,481027,450,8
65730,65766,385,4
71736,71760,433,2
68218,68257,468,4
71956,71966,458,4
72967,479925,247,8
416745,426072,402,10
67799,67803,328,8
71922,491564,370,4
66891,66923,380,12
66393,66399,332,2
72031,482790,466,8
60313,426758,499,2
66069,66113,426,6
65546,65597,396,8
70722,70734,448,6
60480,60492,442,16
72315,478707,412,8
70013,70041,404,26
59515,59518,336,8
71828,463799,372,12
70917,70930,417,12
68291,68299,378,2
71521,71525,469,16
71001,491747,406,28
63914,63939,438,6
425723,488232,277,20
64769,415628,437,6
60397,60417,437,8
71873,71890,288,8
70680,70686,444,4
71828,71844,462,12
70497,70543,471,6
65046,65073,457,6
71350,71353,369,12
66375,491905,314,4
69700,69721,467,12
69254,69260,481,10
74059,74060,472,8
64796,64798,456,8
73753,480875,406,56
68159,73163,394,18
73689,415726,437,12
69450,419636,428,12
71356,73880,465,8
416736,490531,406,8
70589,70612,480,6
66342,66373,325,2
72485,74041,459,8
68529,68538,381,8
71456,73849,407,20
70818,70822,466,4
68443,68447,488,4
73383,73389,443,8
70280,70290,463,4
68886,423655,348,2
62683,62709,410,8
73043,73046,422,8
72414,72791,435,24
64557,73599,465,6
64586,64593,439,8
69880,69886,346,16
72445,72460,389,22
69784,69807,467,16
64044,64046,452,12
71181,71191,284,4
67788,67797,385,8
72410,72414,391,18
71247,71297,472,12
73152,73153,422,8
63085,63117,486,4
73160,73166,449,12
71254,415749,438,6
63448,63449,422,16
71510,482775,335,20
60858,60862,275,8
71305,71318,468,38
73255,73263,426,16
68961,68984,435,4
71066,73891,483,6
71081,71106,399,24
70369,70372,401,4
65227,65266,417,30
72428,73798,358,8
63211,63225,464,2
60852,60855,481,4
72768,73511,403,10
69720,69759,451,8
67617,426361,427,4
71337,478926,404,106
71401,71420,406,12
71029,71041,460,8
485777,485778,479,8
72390,72391,407,8
65054,65075,446,8
71229,474150,429,32
67791,463411,420,8
61225,61230,416,6
72428,72434,393,28
66935,66939,398,6
70584,70591,404,4
72013,482791,378,8
72884,72887,431,16
70743,73749,392,8
71731,412699,483,10
59993,59998,261,2
71958,74043,435,12
71465,71483,441,16
60670,60725,431,2
62769,483402,442,2
70471,70485,368,6
64920,483703,475,8
63471,63474,450,8
70824,70833,483,10
62402,62408,438,4
73580,425952,363,6
68320,68338,444,12
67691,67694,365,16
65445,65451,443,24
61890,481656,434,8
71477,71495,403,2
73108,73114,481,4
60734,60749,376,8
73633,482795,328,32
60688,60689,385,4
63869,69479,359,4
66221,423496,391,16
70463,70476,464,6
70586,70621,404,12
70247,70288,495,2
474150,482828,354,4
72198,72217,433,10
67853,67858,349,8
64726,487072,357,8
62337,490954,411,8
71376,480990,412,24
70296,491384,496,2
64866,64880,429,10
70763,70764,411,16
72600,72604,443,8
72115,72118,413,10
72615,72621,361,8
68271,68278,442,8
420712,491900,476,12
61248,425132,436,8
70691,70697,491,2
71669,71678,423,16
73334,73340,443,38
60053,60072,475,4
71287,73794,468,8
71046,71067,457,4
71177,463577,402,8
70829,70840,459,20
68000,68008,428,8
71169,71189,420,12
72245,72252,339,6
73052,73058,473,8
63970,63976,354,8
63726,412664,456,6
71400,424717,430,10
61442,61454,453,4
65092,65123,499,2
71785,71800,482,8
72172,72189,469,4
67626,67638,438,8
68873,68874,483,4
71268,474150,468,4
71692,71708,448,8
66935,488409,333,16
65374,65422,391,4
70313,412689,482,4
64019,64035,342,8
66632,66650,355,26
60967,60980,358,8
70909,481099,412,6
65768,73909,412,8
61902,477958,424,4
65510,493992,367,8
73706,482783,352,16
425945,490704,427,8
71709,415526,492,4
62281,74223,312,8
64835,64865,326,8
69006,69024,380,8
488642,491392,495,2
62053,62078,478,4
73256,479946,436,4
71005,71026,441,16
63861,63868,404,8
72304,72319,552,4
64302,64306,412,12
72137,73937,372,14
70902,483253,401,30
61043,61049,447,6
72489,72498,452,2
70110,70137,413,4
72105,462515,429,12
64013,64022,355,6
72486,72497,229,48
72448,72455,443,8
69886,69902,443,12
65862,65903,468,4
70696,420664,367,8
60754,60787,435,2
63762,63768,465,6
71515,71541,487,2
69281,485820,469,2
66951,69335,326,2
66894,490530,424,4
70940,70946,443,38
66860,66863,487,2
71865,71889,458,40
61482,61483,365,12
74041,415644,460,28
71749,71775,418,6
60784,60803,421,6
73227,73233,400,12
64010,479376,436,8
69634,69649,458,8
69660,69682,493,14
64896,64904,418,4
71178,71187,486,8
64644,64653,397,8
479897,479898,363,8
67711,67725,493,4
63815,74090,475,6
71545,479932,410,40
71817,71836,458,34
70910,483400,377,8
61508,61517,436,6
70175,70178,390,12
66486,413243,441,4
72725,72733,403,8
62161,62175,435,8
70853,73813,488,8
72281,72298,473,4
72016,72023,490,2
71416,493489,405,8
63292,63310,356,18
70644,478861,382,20
477254,480755,330,12
69912,69930,464,4
72118,483468,307,20
61528,424527,411,6
71691,71701,393,8
72734,72754,494,6
71600,71603,447,8
66003,66052,475,8
65239,65247,406,2
60797,423878,469,22
64059,64080,458,16
73425,73428,346,12
71971,71974,391,8
69941,69984,474,6
71215,71227,423,24
71650,412672,441,24
71091,71101,438,12
63481,63521,495,6
65049,65088,489,2
60279,60280,407,8
64822,64854,434,4
71400,71422,445,22
66828,66849,442,12
70620,70639,435,14
73026,481097,464,8
70765,70774,491,4
70073,70134,464,6
71903,71909,444,46
61555,485791,434,6
69110,69118,393,8
73346,73357,392,14
72301,479904,413,4
66017,424897,424,14
72253,412740,467,4
71576,481111,493,10
72989,72990,432,8
71868,463764,444,22
70611,70617,383,22
71293,73841,455,16
64009,64011,291,20
65814,65845,364,8
71903,482859,391,20
73052,73063,475,14
72899,72904,358,8
66301,66347,376,12
65781,421238,355,6
62997,63026,421,8
71330,420241,405,32
68131,479109,431,16
62433,424124,340,8
59939,59943,490,2
72611,72627,451,4
70207,70248,497,6
70192,70201,388,16
71287,71291,389,20
67796,463400,455,16
70288,70316,400,24
66022,477907,462,16
65908,65923,439,4
72391,72400,408,12
64783,64803,406,8
66241,417725,476,8
493508,493509,391,90
72589,72596,357,16
72686,72693,457,8
419294,490825,329,8
68399,68407,409,60
66870,66878,443,6
70202,70233,392,8
68519,68532,490,14
423709,424040,267,8
73350,495203,376,16
66390,491905,370,2
71606,71617,421,16
70272,491384,402,4
72289,73822,414,8
71750,415745,456,44
59620,59622,487,4
64345,482355,395,14
69479,69482,455,10
72229,72237,442,24
73863,74026,471,4
66825,66858,452,34
70646,70675,404,8
65867,420947,434,8
60280,60294,449,8
70103,70134,393,10
65820,65864,443,8
71070,71086,466,24
69855,73764,472,8
71833,71845,404,16
64493,64494,350,8
71815,463625,479,10
68542,68547,414,4
64599,64611,392,16
71053,71060,394,24
70636,479956,390,36
70437,479913,298,4
74046,485722,453,2
70412,479913,330,12
65721,424020,405,6
73500,73509,430,12
64151,64158,261,8
66330,66368,457,4
69979,69993,483,4
72401,72407,460,18
70195,485338,370,4
71763,71771,467,4
72366,416711,389,8
70721,415638,464,12
66000,481083,473,8
71160,71184,455,28
65589,493500,228,12
70960,488626,306,12
71832,71840,445,20
72158,72164,435,14
70376,479897,497,6
62344,62357,479,6
70624,70652,445,10
71057,71079,460,16
63995,415505,446,10
70811,483410,406,6
63523,473405,442,24
72269,491329,337,16
63495,63516,359,30
71346,71391,434,4
65252,65266,489,4
63824,63826,472,2
70226,70269,468,18
64079,64099,345,4
65733,65761,345,8
72622,419294,428,26
65903,65987,468,4
71903,71921,441,40
72214,72218,396,8
72791,492324,420,4
72372,72376,459,12
70923,73712,351,12
70721,70726,780,8
70640,421277,425,11
70433,70469,346,12
72246,72259,353,8
60695,60710,315,2
65902,65942,330,16
60736,423878,460,4
61237,61242,403,8
71706,71717,401,8
72272,72286,452,14
70496,70505,411,10
73093,73094,361,2
68209,485314,370,8
63753,63786,321,8
70447,70488,476,6
72595,72606,392,8
72929,483390,357,14
72521,424886,404,10
71334,73643,411,12
71471,74005,434,14
60795,60811,384,8
68972,485554,483,4
63706,482366,413,18
71860,73669,457,8
63380,63386,441,8
69448,69453,400,8
70005,70049,398,32
70206,70221,376,8
63441,63457,490,4
60758,73739,321,2
65040,480008,425,6
60711,60733,359,16
70080,70084,448,18
71750,420238,452,44
71617,71620,402,8
71614,71617,470,16
70903,70913,495,2
64541,64550,456,4
68457,68477,388,4
66722,66743,444,2
70080,415098,410,2
71296,73841,415,14
71053,71071,433,28
69800,69840,406,20
479376,491126,366,8
68416,68419,398,36
67804,67814,385,8
70375,412693,355,10
66596,491315,383,4
60482,60502,461,8
72075,73614,431,12
415729,464026,485,2
73505,73507,493,6
73352,73356,472,4
68111,68128,497,6
69953,69963,337,8
60417,60426,404,8
67539,67547,417,8
63310,69598,477,12
63209,73920,374,16
463667,463703,389,8
65065,65073,330,8
72678,73461,441,4
71515,73661,456,8
60929,60934,402,10
68620,417619,297,4
71963,73801,332,16
69653,69673,343,14
463543,463554,411,2
70660,427174,414,4
64186,64188,406,8
60703,60734,410,8
68399,68415,403,24
63101,63133,490,4
72486,426383,412,30
68204,74195,426,16
70558,70593,403,12
70176,70191,458,6
64658,64663,312,8
65534,65572,423,8
67423,486070,469,8
60302,60321,471,4
73493,496049,485,6
66531,66537,390,6
71145,71163,487,6
63155,63166,498,2
73160,479097,451,8
65711,65745,432,6
69502,69508,438,2
61527,479240,475,2
60956,60973,423,8
72761,72777,417,32
473202,480615,357,16
65867,491308,283,8
63654,418915,441,16
73234,73235,237,6
70869,70877,480,6
63415,63435,494,2
70072,70095,463,8
71190,480748,413,12
69100,69110,412,8
69259,69263,373,8
69592,69599,478,4
71791,491774,392,4
67388,67390,454,4
72346,72351,1102,4
71693,71709,396,44
64133,64144,392,2
63813,74090,459,6
60473,60477,326,8
71089,413486,352,6
62309,480517,322,8
73589,73590,476,8
62647,62687,458,6
70945,70953,492,8
74240,483392,404,8
60753,60756,462,4
71837,71843,449,8
71597,479929,327,32
69528,69532,477,4
69479,69487,462,8
70102,70134,228,6
71252,73642,427,6
63579,63588,380,8
70248,70285,424,16
67882,427129,483,6
60240,60249,364,8
70084,70095,488,4
73621,463564,416,8
70871,70874,437,18
71016,71022,413,24
73123,73136,391,12
71846,71851,356,8
65571,73571,434,8
72922,72924,329,8
72986,73001,424,6
66458,66463,486,8
66882,66892,319,8
