ARRONDISSEMENT;TYPE;STATUT;ADRESSE;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d;gestionnaire;source;complement_adresse
75005;Sanisette;En service;10 rue ortolan;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3507700001216016, 48.84326200012617], ""type"": ""Point""}";48.84326200012617, 2.3507700001216016;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;Sanisette;En service;259b av daumesnil;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.404424000410672, 48.83652400037507], ""type"": ""Point""}";48.83652400037507, 2.404424000410672;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;WC;En service;5 rue marcel dubois;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-van-vollenhoven-2593;"{""coordinates"": [2.4067865540145665, 48.83470680271946], ""type"": ""Point""}";48.83470680271946, 2.4067865540145665;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;2 av pierre de coubertin;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3443319997521512, 48.8189959997807], ""type"": ""Point""}";48.8189959997807, 2.3443319997521512;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;WC;En service;30 avenue ernest reyer;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-du-serment-de-koufra-1773;"{""coordinates"": [2.3236001578901857, 48.82225626602283], ""type"": ""Point""}";48.82225626602283, 2.3236001578901857;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;WC;En service;18 rue de chatillon;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-lionel-assouad-2735;"{""coordinates"": [2.322543506474705, 48.82795466191802], ""type"": ""Point""}";48.82795466191802, 2.322543506474705;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;7 z rue la quintinie;24/24h;Oui;Non;;"{""coordinates"": [2.3063419997303214, 48.83924300033341], ""type"": ""Point""}";48.83924300033341, 2.3063419997303214;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;1 rue de la bonne;08h00 - 19h30;Oui;Non;;"{""coordinates"": [2.3435250001843118, 48.887354999657674], ""type"": ""Point""}";48.887354999657674, 2.3435250001843118;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;WC;En service;7 rue botzaris;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-des-buttes-chaumont-1757;"{""coordinates"": [2.382729246215703, 48.879452251121414], ""type"": ""Point""}";48.879452251121414, 2.382729246215703;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;40b rue rene boulanger;24/24h;Oui;Non;;"{""coordinates"": [2.3607839994327855, 48.86836400009876], ""type"": ""Point""}";48.86836400009876, 2.3607839994327855;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;6 bd pasteur;24/24h;Oui;Non;;"{""coordinates"": [2.3110269993733965, 48.84474699955954], ""type"": ""Point""}";48.84474699955954, 2.3110269993733965;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;Sanisette;En service;118 bd de montmorency;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2604170005449817, 48.84844600004027], ""type"": ""Point""}";48.84844600004027, 2.2604170005449817;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;Sanisette;En service;1 av de wagram;24/24h;Oui;Non;;"{""coordinates"": [2.295708000355636, 48.87497799960401], ""type"": ""Point""}";48.87497799960401, 2.295708000355636;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75004;Sanisette;En service;36 bd de sebastopol;24/24h;Oui;Non;;"{""coordinates"": [2.35003599988823, 48.86155799965233], ""type"": ""Point""}";48.86155799965233, 2.35003599988823;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75009;Sanisette;En service;17 bd marguerite de rochechouart;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3474330003643105, 48.88343599997154], ""type"": ""Point""}";48.88343599997154, 2.3474330003643105;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;25 bd de la villette;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.375296999759469, 48.87348599983935], ""type"": ""Point""}";48.87348599983935, 2.375296999759469;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;29 rue de la roquette;24/24h;Oui;Non;;"{""coordinates"": [2.3728630004242413, 48.85488000020635], ""type"": ""Point""}";48.85488000020635, 2.3728630004242413;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;164 bd voltaire;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3835310004540045, 48.85565300038383], ""type"": ""Point""}";48.85565300038383, 2.3835310004540045;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;77 bd massena;24/24h;Oui;Non;;"{""coordinates"": [2.369023000521541, 48.821251000296556], ""type"": ""Point""}";48.821251000296556, 2.369023000521541;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;WC;En service;1 place de la porte maillot;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-alexandre-et-rene-parodi-2752;"{""coordinates"": [2.281006175261719, 48.87626369017988], ""type"": ""Point""}";48.87626369017988, 2.281006175261719;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75004;WC;En service;100 voie georges pompidou;10h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3545796777169627, 48.854278089074455], ""type"": ""Point""}";48.854278089074455, 2.3545796777169627;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;WC;En service;2 rue joseph kessel;Horaires du parc;Oui;Oui;https://www.paris.fr/lieux/parc-de-bercy-grandes-pelouses-5;"{""coordinates"": [2.382471395340474, 48.833983191521675], ""type"": ""Point""}";48.833983191521675, 2.382471395340474;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;6 rue martin bernard;24/24h;Oui;Non;;"{""coordinates"": [2.3512849996060785, 48.826888000110166], ""type"": ""Point""}";48.826888000110166, 2.3512849996060785;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;86 rue de la federation;24/24h;Oui;Non;;"{""coordinates"": [2.298003000411582, 48.85285199998405], ""type"": ""Point""}";48.85285199998405, 2.298003000411582;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;Sanisette;En service;64 av de la grande armee;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2859550004232956, 48.87694200019017], ""type"": ""Point""}";48.87694200019017, 2.2859550004232956;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Sanisette;En service;179 av de flandre;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.382028999632136, 48.89473799969621], ""type"": ""Point""}";48.89473799969621, 2.382028999632136;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;59 rue des cloys;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.336828000433842, 48.89346599973612], ""type"": ""Point""}";48.89346599973612, 2.336828000433842;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Sanisette;En service;4 rue de joinville;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3806269999988365, 48.88949999989094], ""type"": ""Point""}";48.88949999989094, 2.3806269999988365;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;9 av de la porte de menilmontant;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.409188000439303, 48.87072500007379], ""type"": ""Point""}";48.87072500007379, 2.409188000439303;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;Sanisette;En service;42 rue d'alsace;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.358600000445668, 48.87873399962815], ""type"": ""Point""}";48.87873399962815, 2.358600000445668;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;WC;En service;122 rue des poissonniers;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-122-rue-des-poissonniers-17468;"{""coordinates"": [2.3532738607939145, 48.89500623204368], ""type"": ""Point""}";48.89500623204368, 2.3532738607939145;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75005;Sanisette;En service;4 rue poliveau;24/24h;Oui;Non;;"{""coordinates"": [2.361277999417304, 48.84038899996341], ""type"": ""Point""}";48.84038899996341, 2.361277999417304;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75005;WC;En service;2 place emile male;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-des-arenes-de-lutece-et-square-capitan-1760;"{""coordinates"": [2.3532438534336686, 48.845456223644945], ""type"": ""Point""}";48.845456223644945, 2.3532438534336686;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75009;Sanisette;En service;65 bd de clichy;24/24h;Oui;Non;;"{""coordinates"": [2.331781000436028, 48.883961999565514], ""type"": ""Point""}";48.883961999565514, 2.331781000436028;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;2 av de bouvines;24/24h;Oui;Non;;"{""coordinates"": [2.3962630006286507, 48.849558000107436], ""type"": ""Point""}";48.849558000107436, 2.3962630006286507;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;146 bd de l'hopital;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.356165999891942, 48.83259000023232], ""type"": ""Point""}";48.83259000023232, 2.356165999891942;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;117 bd vincent auriol;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.365073999519075, 48.8337069998535], ""type"": ""Point""}";48.8337069998535, 2.365073999519075;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;En service;47 rue gandon;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-joan-miro-2563;"{""coordinates"": [2.361947467270594, 48.81990547173018], ""type"": ""Point""}";48.81990547173018, 2.361947467270594;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;14 av rene coty;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.333811999463941, 48.83033800032827], ""type"": ""Point""}";48.83033800032827, 2.333811999463941;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;32 av de la porte de montmartre;23h59 - 00h00;Oui;Non;;"{""coordinates"": [2.3354129998428843, 48.901022999656156], ""type"": ""Point""}";48.901022999656156, 2.3354129998428843;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75001;Sanisette;En service;8 rue coquilliere;24/24h;Oui;Non;;"{""coordinates"": [2.3434520003542536, 48.863346000033665], ""type"": ""Point""}";48.863346000033665, 2.3434520003542536;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75016;WC;Hors service;41 rue mirabeau;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-sainte-perine-1806;"{""coordinates"": [2.2686233189051084, 48.843881777990774], ""type"": ""Point""}";48.843881777990774, 2.2686233189051084;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;90 bd de la chapelle;24/24h;Oui;Non;;"{""coordinates"": [2.3533559998478304, 48.884076000310905], ""type"": ""Point""}";48.884076000310905, 2.3533559998478304;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75002;Sanisette;En service;27 bd poissonniere;24/24h;Oui;Non;;"{""coordinates"": [2.3436539998311914, 48.871311000377034], ""type"": ""Point""}";48.871311000377034, 2.3436539998311914;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75004;WC;Hors service;2 quai de l archeveche;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-jean-xxiii-35;"{""coordinates"": [2.351064327131835, 48.85284931542226], ""type"": ""Point""}";48.85284931542226, 2.351064327131835;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75004;Sanisette;En service;119b rue saint-antoine;23h57 - 23h58;Oui;Non;;"{""coordinates"": [2.3605029994385647, 48.855252999706806], ""type"": ""Point""}";48.855252999706806, 2.3605029994385647;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;28 rue du general guilhem;06h00 - 23h59;Oui;Non;;"{""coordinates"": [2.3790769994169096, 48.86230200015077], ""type"": ""Point""}";48.86230200015077, 2.3790769994169096;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;Sanisette;En service;2 rue paul dukas;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.392042000365784, 48.840502999686144], ""type"": ""Point""}";48.840502999686144, 2.392042000365784;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;Sanisette;En service;2 v bd de reuilly;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.389580000482424, 48.838922999875344], ""type"": ""Point""}";48.838922999875344, 2.389580000482424;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;En service;93 rue du chateau des rentiers;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-florence-blumenthal-2523;"{""coordinates"": [2.3673178731393754, 48.827498385447356], ""type"": ""Point""}";48.827498385447356, 2.3673178731393754;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;En service;22 rue de la fontaine a mulard;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-paul-grimault-2567;"{""coordinates"": [2.3485091460670224, 48.82302967544841], ""type"": ""Point""}";48.82302967544841, 2.3485091460670224;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;186 bd ney;24/24h;Oui;Non;;"{""coordinates"": [2.329484000444752, 48.897914000345686], ""type"": ""Point""}";48.897914000345686, 2.329484000444752;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75003;Sanisette;En service;1 rue salomon de caus;08h00 - 19h30;Oui;Non;;"{""coordinates"": [2.3539869993359095, 48.867368000158166], ""type"": ""Point""}";48.867368000158166, 2.3539869993359095;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75004;Urinoir;En service;11 quai des célestins;10h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3606999839537917, 48.852020021082176], ""type"": ""Point""}";48.852020021082176, 2.3606999839537917;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;277 rue de vaugirard;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3019669995904684, 48.83967100001336], ""type"": ""Point""}";48.83967100001336, 2.3019669995904684;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75001;Urinoir;En service;28 quai du louvre;10h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3404727607557665, 48.85875124442205], ""type"": ""Point""}";48.85875124442205, 2.3404727607557665;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75004;Sanisette;En service;6 rue aubry le boucher;24/24h;Oui;Non;;"{""coordinates"": [2.350380999814234, 48.86022100024615], ""type"": ""Point""}";48.86022100024615, 2.350380999814234;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;64b rue du chevaleret;24/24h;Oui;Non;;"{""coordinates"": [2.375263999694382, 48.83027199966163], ""type"": ""Point""}";48.83027199966163, 2.375263999694382;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75017;Sanisette;En service;195 rue de courcelles;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2943669996128166, 48.887574000018475], ""type"": ""Point""}";48.887574000018475, 2.2943669996128166;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;WC;Hors service;16 rue tristan tzara;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-rachmaninov-2681;"{""coordinates"": [2.363815455797893, 48.895558597727934], ""type"": ""Point""}";48.895558597727934, 2.363815455797893;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75004;Sanisette;En service;6 qu de gesvres;24/24h;Oui;Non;;"{""coordinates"": [2.349804999950442, 48.85650199997113], ""type"": ""Point""}";48.85650199997113, 2.349804999950442;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75008;Sanisette;En service;2 crs la reine;24/24h;Oui;Non;;"{""coordinates"": [2.3180510003316344, 48.86516300032715], ""type"": ""Point""}";48.86516300032715, 2.3180510003316344;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;86 bd richard lenoir;24/24h;Oui;Non;;"{""coordinates"": [2.3726620002059193, 48.86174800033497], ""type"": ""Point""}";48.86174800033497, 2.3726620002059193;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;18 rue gerard de nerval;24/24h;Oui;Non;;"{""coordinates"": [2.3350770000594387, 48.90057399987358], ""type"": ""Point""}";48.90057399987358, 2.3350770000594387;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;8 rue du lieutenant-colonel dax;06h00 - 22h00;Non;Non;;"{""coordinates"": [2.3402449995031565, 48.900707999615555], ""type"": ""Point""}";48.900707999615555, 2.3402449995031565;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;WC;Hors service;74 rue de la reunion;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-de-la-place-de-la-reunion-2705;"{""coordinates"": [2.4015086818295086, 48.85581626708709], ""type"": ""Point""}";48.85581626708709, 2.4015086818295086;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75007;Sanisette;En service;38b rue de sevres;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.323064000201817, 48.849844999753095], ""type"": ""Point""}";48.849844999753095, 2.323064000201817;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75007;Sanisette;En service;1 rue velpeau;24/24h;Oui;Non;;"{""coordinates"": [2.325177999564928, 48.85162799987539], ""type"": ""Point""}";48.85162799987539, 2.325177999564928;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75010;WC;En service;14 rue juliette dodu;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-juliette-dodu-2836;"{""coordinates"": [2.3693804937786944, 48.87566909887208], ""type"": ""Point""}";48.87566909887208, 2.3693804937786944;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75011;Sanisette;En service;2 v bd richard lenoir;24/24h;Oui;Non;;"{""coordinates"": [2.369659999910584, 48.85389799975062], ""type"": ""Point""}";48.85389799975062, 2.369659999910584;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;Sanisette;En service;4 pl de breteuil;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.31095500019752, 48.84734400025202], ""type"": ""Point""}";48.84734400025202, 2.31095500019752;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;16 av de saint-ouen;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.325897000059476, 48.88820499977508], ""type"": ""Point""}";48.88820499977508, 2.325897000059476;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75006;Sanisette;En service;17 rue du four;24/24h;Oui;Non;;"{""coordinates"": [2.3346000001385465, 48.85274100024098], ""type"": ""Point""}";48.85274100024098, 2.3346000001385465;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;Sanisette;En service;111 av daumesnil;24/24h;Oui;Non;;"{""coordinates"": [2.380364000051836, 48.84498399967939], ""type"": ""Point""}";48.84498399967939, 2.380364000051836;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;Hors service;69 boulevard arago;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-henri-cadiou-2529;"{""coordinates"": [2.342501412608784, 48.834474259928996], ""type"": ""Point""}";48.834474259928996, 2.342501412608784;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;70 bd jourdan;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3288419999339864, 48.822634999746384], ""type"": ""Point""}";48.822634999746384, 2.3288419999339864;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75015;WC;En service;1 rue duranton;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-duranton-2534;"{""coordinates"": [2.285555470451857, 48.84127764690941], ""type"": ""Point""}";48.84127764690941, 2.285555470451857;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;WC;En service;2 place des fetes;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-du-regard-de-la-lanterne-2677;"{""coordinates"": [2.3931583796208193, 48.87669393738172], ""type"": ""Point""}";48.87669393738172, 2.3931583796208193;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;Sanisette;En service;2 rue max ernst;08h00 - 20h30;Oui;Non;;"{""coordinates"": [2.387733999898357, 48.86597700014329], ""type"": ""Point""}";48.86597700014329, 2.387733999898357;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75004;Sanisette;En service;10 rue d'arcole;00h01 - 00h02;Oui;Non;;"{""coordinates"": [2.349242000048236, 48.8538159998011], ""type"": ""Point""}";48.8538159998011, 2.349242000048236;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;WC;En service;2 rue du sahel;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-charles-peguy-2575;"{""coordinates"": [2.402205289443234, 48.841005862551526], ""type"": ""Point""}";48.841005862551526, 2.402205289443234;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75012;WC;En service;2 carrefour de la pyramide;Horaires du parc;Oui;Oui;https://www.paris.fr/lieux/parc-floral-de-paris-1;"{""coordinates"": [2.4446432727101692, 48.83825700255321], ""type"": ""Point""}";48.83825700255321, 2.4446432727101692;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;Hors service;2 rue eugene atget;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-brassai-2571;"{""coordinates"": [2.349436628935091, 48.82858708787678], ""type"": ""Point""}";48.82858708787678, 2.349436628935091;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75019;Urinoir;En service;18 quai de la seine;24/24h;Non;Non;;"{""coordinates"": [2.372034229443866, 48.88531561271516], ""type"": ""Point""}";48.88531561271516, 2.372034229443866;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75020;WC;En service;246 rue de belleville;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-belleville-telegraphe-2724;"{""coordinates"": [2.3992812572847195, 48.87498499083153], ""type"": ""Point""}";48.87498499083153, 2.3992812572847195;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;153p bd vincent auriol;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.361663999679988, 48.83251000032607], ""type"": ""Point""}";48.83251000032607, 2.361663999679988;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;Sanisette;En service;65 av du general leclerc;24/24h;Oui;Non;;"{""coordinates"": [2.3279549995752253, 48.82896699969239], ""type"": ""Point""}";48.82896699969239, 2.3279549995752253;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75014;WC;En service;7 rue sainte leonie;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-alberto-giacometti-2866;"{""coordinates"": [2.3198918705057547, 48.83377543414644], ""type"": ""Point""}";48.83377543414644, 2.3198918705057547;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;Sanisette;En service;25 rue lambert;24/24h;Oui;Non;;"{""coordinates"": [2.3451110000948807, 48.88912500041226], ""type"": ""Point""}";48.88912500041226, 2.3451110000948807;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75018;WC;Hors service;20 rue des gardes;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-leon-2663;"{""coordinates"": [2.3533236521311065, 48.88589735591783], ""type"": ""Point""}";48.88589735591783, 2.3533236521311065;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75001;Sanisette;En service;107 rue rambuteau;24/24h;Oui;Non;;"{""coordinates"": [2.346046000240498, 48.86275800006392], ""type"": ""Point""}";48.86275800006392, 2.346046000240498;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75001;Sanisette;En service;44 rue berger;06h00 - 23h59;Oui;Non;;"{""coordinates"": [2.3422090001035785, 48.86235400010427], ""type"": ""Point""}";48.86235400010427, 2.3422090001035785;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75008;Sanisette;En service;41 av gabriel;24/24h;Oui;Non;;"{""coordinates"": [2.3127870002036954, 48.869455000115], ""type"": ""Point""}";48.869455000115, 2.3127870002036954;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75008;Sanisette;En service;1 v pl georges guillaumin;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3023690004899127, 48.87464099983616], ""type"": ""Point""}";48.87464099983616, 2.3023690004899127;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;WC;En service;46 rue des grands moulins;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-cyprian-norwid-2859;"{""coordinates"": [2.377540668531616, 48.828118124938314], ""type"": ""Point""}";48.828118124938314, 2.377540668531616;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
75013;Sanisette;En service;79 bd kellermann;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3477259994101534, 48.81997300007583], ""type"": ""Point""}";48.81997300007583, 2.3477259994101534;Toilette publique de la Ville de Paris;http://opendata.paris.fr;numero_de_voie nom_de_voie
