route_label,zdc_a,zdc_b,nom_a,nom_b,duree_mediane_secondes,nb_observations
138,72126,420151,Saint-Ouen,"Victor Hugo - Sanzillon",60,310
106,73106,73711,"Fourchette de Bry","André Ohresser",120,383
106,73087,73097,"Docteur Bring","Villiers-sur-Marne - Le Plessis-Trévise",120,339
106,70610,70641,"La Fourchette de Champigny","Les Marronniers",120,383
106,70606,70610,"Les Platanes","La Fourchette de Champigny",60,383
106,70607,70609,Verdun,"Carrefour de la Résistance",60,383
106,73084,73085,"Zone Industrielle","Centre Commercial",180,339
106,73090,73098,"Cités Jardins","Les Boullereaux Champigny",60,324
106,73081,73083,"Fourny Egalité","Guy Môquet",60,343
106,73079,73087,"Lycée Marx Dormoy","Docteur Bring",60,339
106,73078,73085,"Rue de Bernau","Centre Commercial",60,339
106,70606,70607,"Les Platanes",Verdun,60,383
106,70641,70664,"Les Marronniers","Général De Gaulle - Stalingrad",60,365
106,70664,73711,"Général De Gaulle - Stalingrad","André Ohresser",60,383
106,73098,73106,"Les Boullereaux Champigny","Fourchette de Bry",60,343
106,73080,73084,"Benoit Frachon","Zone Industrielle",60,339
106,73086,73090,"République - Alexandre Fourny","Cités Jardins",60,275
106,70609,70640,"Carrefour de la Résistance",Joinville-le-Pont,180,383
106,73080,73081,"Benoit Frachon","Fourny Egalité",120,343
106,73083,73086,"Guy Môquet","République - Alexandre Fourny",60,229
106,73078,73079,"Rue de Bernau","Lycée Marx Dormoy",60,157
249,72740,426093,"Albert Chardavoine","Dugny - La Courneuve",180,1299
249,72567,72598,"Petit Chemin Du Pont Blanc","La Courneuve - Aubervilliers",120,1299
249,73995,73996,Cimetière,"Centre des Essences",60,1290
249,73994,73995,"Cité Waldeck-Rochet",Cimetière,120,1299
249,71903,71944,"Faidherbe - Belvédère / Les Bruyères",Convention,120,1247
249,72598,419294,"La Courneuve - Aubervilliers",Mécano,120,1299
249,473782,473790,"Place Valérie André","Place Casanova",120,282
249,72518,74367,"Nouvelle France","Paul Bert",60,568
249,72622,73993,"Hôtel de Ville de la Courneuve",Chabrol,60,1299
249,71889,71903,"Porte des Lilas","Faidherbe - Belvédère / Les Bruyères",120,1247
249,72473,74367,"Hôpital La Roseraie","Paul Bert",60,1299
249,72040,482832,"Louis Nadot","Lycée Professionnel Simone Weil - Église de Pantin",120,1247
249,72421,72427,Pantin,"Jean Moulin",120,1247
249,72509,72523,"Les Roses","Maison de Retraite",60,673
249,71958,71971,"Maison de Quartier - Pommiers","Cimetière / Montigny - Maison de Retraite / Ferrer - Gutenberg",60,1247
249,72421,72422,Pantin,Delizy,60,1241
249,73996,426093,"Centre des Essences","Dugny - La Courneuve",60,1254
249,72770,473790,"Centre Ville de Dugny / Gabriel Péri","Place Casanova",120,1299
249,72518,72523,"Nouvelle France","Maison de Retraite",60,626
249,72644,73993,"Jean Mermoz - Henri Barbusse",Chabrol,60,748
249,72740,72753,"Albert Chardavoine","Place du 16 Août 1943 / Adolphe Devaux",60,1299
249,72444,72460,"La Pérouse","Aubervilliers-Pantin Quatre Chemins",60,1240
249,72040,72422,"Louis Nadot",Delizy,120,1247
249,72460,72473,"Aubervilliers-Pantin Quatre Chemins","Hôpital La Roseraie",240,1299
249,71994,482832,"8 mai 1945","Lycée Professionnel Simone Weil - Église de Pantin",120,1247
249,72509,74367,"Les Roses","Paul Bert",60,144
249,72427,72444,"Jean Moulin","La Pérouse",120,1247
249,72550,72567,"Danielle Casanova - Pont Blanc","Petit Chemin Du Pont Blanc",60,828
249,72753,72770,"Place du 16 Août 1943 / Adolphe Devaux","Centre Ville de Dugny / Gabriel Péri",60,1299
249,72770,72771,"Centre Ville de Dugny / Gabriel Péri","Cité du Moulin",60,462
249,72622,419294,"Hôtel de Ville de la Courneuve",Mécano,60,1299
249,72523,72539,"Maison de Retraite","Cimetière - Pont Blanc",60,797
249,72771,72779,"Cité du Moulin","Léo Lagrange",60,607
249,72770,72779,"Centre Ville de Dugny / Gabriel Péri","Léo Lagrange",60,581
249,72539,72550,"Cimetière - Pont Blanc","Danielle Casanova - Pont Blanc",60,1189
249,71944,71958,Convention,"Maison de Quartier - Pommiers",60,1247
249,72644,73994,"Jean Mermoz - Henri Barbusse","Cité Waldeck-Rochet",60,1200
249,71971,71983,"Cimetière / Montigny - Maison de Retraite / Ferrer - Gutenberg","Paul Bert - Cimetière",60,985
249,71983,71994,"Paul Bert - Cimetière","8 mai 1945",60,1247
234,72482,72496,"République - Division Leclerc","Cité du Pont de Pierre",180,1504
234,72478,72501,"Pont de Bondy","Ambroise Paré / Etienne Dolet",180,43
234,73376,494522,"Gutenberg / Lycée Boulloche","Gambetta (Avenue Vauban)",180,699
234,72490,424956,"Jean Rostand","Cité Administrative / Auguste Delaune",120,732
234,73370,73377,"Victor Hugo - Jules Guesde - Jean Moulin","Colonel Fabien",120,699
234,73395,73398,"François Villon",Collèges,180,699
234,72479,72490,"Auguste Delaune","Jean Rostand",120,748
234,72519,72542,"Suzanne Buisson",Rabelais,60,1432
234,73370,73376,"Victor Hugo - Jules Guesde - Jean Moulin","Gutenberg / Lycée Boulloche",120,699
234,72501,72511,"Ambroise Paré / Etienne Dolet","Route d'Aulnay - Jean Moulin",180,732
234,72472,72476,Libération,"Rue de la Gare",120,1504
234,72514,72520,"Les Courtillières","Place du Marché",120,1504
234,73394,73398,"Jean Jaurès / Vauban",Collèges,120,697
234,72478,72492,"Pont de Bondy","Avenue Marcelle",120,1438
234,72477,72486,"Hôtel de Ville de Bobigny","Bobigny - Pablo Picasso",120,1473
234,73394,494522,"Jean Jaurès / Vauban","Gambetta (Avenue Vauban)",60,699
234,72533,73377,"ZI de la Poudrette","Colonel Fabien",60,643
234,72542,480351,Rabelais,"Andrei Sakharov",60,1436
234,72472,72477,Libération,"Hôtel de Ville de Bobigny",60,1504
234,72469,72478,"Rue des Peupliers","Pont de Bondy",120,1468
234,72500,72501,"Paul Renaud / Gueugnon","Ambroise Paré / Etienne Dolet",120,753
234,72469,72479,"Rue des Peupliers","Auguste Delaune",120,735
234,72486,72490,"Bobigny - Pablo Picasso","Jean Rostand",180,732
234,72494,72499,"Place de l'Europe","Robespierre - Edouard Vaillant",60,732
234,72533,72537,"ZI de la Poudrette","Cimetière / Robert Schuman",60,699
234,72486,482718,"Bobigny - Pablo Picasso","Maurice Thorez / Centre Commercial / Karl Marx",60,31
234,72492,72494,"Avenue Marcelle","Place de l'Europe",120,710
234,72521,480351,"Bois de Bondy / Lycée Claude Nicolas Ledoux","Andrei Sakharov",60,1485
234,72482,425794,"République - Division Leclerc","Lycée André Sabatier",120,741
234,72521,72529,"Bois de Bondy / Lycée Claude Nicolas Ledoux","Louise Michel",60,1011
234,72496,72514,"Cité du Pont de Pierre","Les Courtillières",60,1504
234,72516,73695,Courtillières,"Fort d'Aubervilliers",60,1504
234,72476,425794,"Rue de la Gare","Lycée André Sabatier",60,1296
234,72494,72501,"Place de l'Europe","Ambroise Paré / Etienne Dolet",60,1373
234,72516,72520,Courtillières,"Place du Marché",60,919
234,72469,424956,"Rue des Peupliers","Cité Administrative / Auguste Delaune",60,719
234,72500,72511,"Paul Renaud / Gueugnon","Route d'Aulnay - Jean Moulin",60,705
234,73392,73395,Mairie,"François Villon",60,696
234,72529,72537,"Louise Michel","Cimetière / Robert Schuman",60,1415
234,72511,72519,"Route d'Aulnay - Jean Moulin","Suzanne Buisson",60,1485
234,72486,426383,"Bobigny - Pablo Picasso","René Camier",120,748
234,72490,426383,"Jean Rostand","René Camier",60,551
234,72481,425794,République,"Lycée André Sabatier",60,383
234,72481,72482,République,"République - Division Leclerc",60,452
234,72492,72499,"Avenue Marcelle","Robespierre - Edouard Vaillant",60,732
234,72477,482718,"Hôtel de Ville de Bobigny","Maurice Thorez / Centre Commercial / Karl Marx",60,19
235,72287,478707,"Le Stade","Solférino / Stalingrad - Jean Jacques Rousseau",120,1259
235,72203,72218,"Gabriel Péri",Basly,120,1258
235,72286,72300,"Asnières - Gennevilliers - Les Courtilles","Le Luth",60,1258
235,72294,478707,"Louise Michel","Solférino / Stalingrad - Jean Jacques Rousseau",60,1247
235,72268,72284,"Jaurès - Camélinat - Mairie",Deslandes,60,1099
235,72260,412740,"Tour d'Auvergne",Europe,120,1250
235,72231,72250,"8 mai 1945",Mairie,120,1258
235,72284,72305,Deslandes,"Le Village",60,1241
235,72273,72276,"Valmy - Gambetta - Stade","Président Kennedy",60,1250
235,72270,491329,"Cité des Musiciens",Audra,60,1229
235,72293,480604,Fleming,"Abbé Lemire / Quartier des Fleurs",60,961
235,72294,72297,"Louise Michel",Mourinoux,60,1259
235,72293,72297,Fleming,Mourinoux,60,1259
235,72250,72268,Mairie,"Jaurès - Camélinat - Mairie",60,1258
235,72276,72287,"Président Kennedy","Le Stade",60,1250
235,72312,72316,"Cité du Luth-Verlaine","Villebois - Mareuil",60,1159
235,72218,72231,Basly,"8 mai 1945",60,1179
235,72300,72312,"Le Luth","Cité du Luth-Verlaine",60,1181
235,72270,72273,"Cité des Musiciens","Valmy - Gambetta - Stade",60,1216
235,72260,491329,"Tour d'Auvergne",Audra,60,1250
235,72286,480604,"Asnières - Gennevilliers - Les Courtilles","Abbé Lemire / Quartier des Fleurs",60,1259
235,72305,72316,"Le Village","Villebois - Mareuil",60,851
251,72642,72646,"La Sablière",Aulnay-sous-Bois,270,542
251,72564,72576,"Place du 19 Mars 1962","Charles Gide (Avenue Henri Barbusse)",120,29
251,72497,72525,"Pierre Sémard / Pierre Sémard - Indépendance / Bobigny Pablo Picasso","Les Limites",120,481
251,72471,425794,"Henri Gautier","Lycée André Sabatier",60,32
251,72472,72476,Libération,"Rue de la Gare",180,64
251,72477,72486,"Hôtel de Ville de Bobigny","Bobigny - Pablo Picasso",180,64
251,72472,72477,Libération,"Hôtel de Ville de Bobigny",120,64
251,72455,72471,"Les Vignes","Henri Gautier",120,64
251,72586,72595,"Daniel Fery / Lycée Eugène Delacroix","Angélus - Fabien",60,542
251,72548,72564,"Jane Joye","Place du 19 Mars 1962",60,497
251,72471,72481,"Henri Gautier",République,60,32
251,72548,72576,"Jane Joye","Charles Gide (Avenue Henri Barbusse)",60,428
251,72633,72638,"Rond-point Pierre Sémard - P. Vaillant Couturier","Rond-Point Pierre Sémard - Turgot",120,542
251,72572,72584,"Auguste Blanqui","Barbusse - Croizat",60,511
251,72630,72633,Québec,"Rond-point Pierre Sémard - P. Vaillant Couturier",60,540
251,72525,72576,"Les Limites","Charles Gide (Avenue Henri Barbusse)",120,527
251,72476,425794,"Rue de la Gare","Lycée André Sabatier",60,64
251,72638,72642,"Rond-Point Pierre Sémard - Turgot","La Sablière",60,527
251,72448,72455,"Eugène Hénaff","Les Vignes",60,47
251,72614,72630,"Danielle Casanova - Paul Vaillant-Couturier",Québec,60,500
251,72448,72459,"Eugène Hénaff","Bobigny - Benoit Frachon",60,64
251,72584,72586,"Barbusse - Croizat","Daniel Fery / Lycée Eugène Delacroix",60,542
251,72486,72497,"Bobigny - Pablo Picasso","Pierre Sémard / Pierre Sémard - Indépendance / Bobigny Pablo Picasso",120,536
251,72612,72614,"Pierre Montillet","Danielle Casanova - Paul Vaillant-Couturier",60,540
251,72606,72612,Suffren,"Pierre Montillet",60,542
251,72564,72572,"Place du 19 Mars 1962","Auguste Blanqui",60,191
251,72595,72606,"Angélus - Fabien",Suffren,60,498
251,72481,425794,République,"Lycée André Sabatier",60,15
274,72274,72323,"Quai de Saint-Ouen",Saint-Denis,240,806
274,71465,71530,"Victor Hugo","Hôpital Américain",180,1487
274,72126,72140,Saint-Ouen,"Capitaine Glarner",120,1487
274,72217,72246,"Carrefour Pleyel",Ampère,120,1607
274,72274,72304,"Quai de Saint-Ouen","Place Jean Poulmarch",120,801
274,72147,72168,"Les Bateliers","Mairie de Saint-Ouen",60,1487
274,71524,71552,"Place de la Libération / Résidence Greffulhe","Anatole France - Paul Vaillant-Couturier",120,737
274,71397,480344,"Anny Flore","Victor Hugo - Parmentier",180,1487
274,72114,483468,Fournier,"Landy - Martre",180,750
274,72118,72123,"Mairie de Clichy","Général Leclerc - Villeneuve - Hôpital Beaujon",120,737
274,71530,480349,"Hôpital Américain","Résidence Greffulhe",180,750
274,72051,73863,"Baudin / Collège Jean Jaurès",Collange,60,750
274,72088,72114,"Rue Petit",Fournier,120,1487
274,72168,72182,"Mairie de Saint-Ouen","Landy - Jaurès",120,1468
274,71465,480344,"Victor Hugo","Victor Hugo - Parmentier",120,1474
274,72123,483468,"Général Leclerc - Villeneuve - Hôpital Beaujon","Landy - Martre",120,750
274,72088,73863,"Rue Petit",Collange,120,1487
274,72111,72112,"Georges Boisseau","République - François Mitterrand",120,1487
274,72182,72198,"Landy - Jaurès","Les Renouillères",120,1487
274,72112,72123,"République - François Mitterrand","Général Leclerc - Villeneuve - Hôpital Beaujon",60,1487
274,72198,72217,"Les Renouillères","Carrefour Pleyel",60,1551
274,71553,74026,"Parc de la Planchette","Jules Guesde",60,731
274,72050,72057,"Place Marie-Jeanne Bassot","Pont de Levallois - Bécon",60,750
274,72130,73707,"Gabriel Péri / Léon Blum","Rue du Port",120,698
274,72115,72130,"Danielle Casanova","Gabriel Péri / Léon Blum",60,737
274,73863,74026,Collange,"Jules Guesde",60,737
274,72057,480349,"Pont de Levallois - Bécon","Résidence Greffulhe",60,750
274,72140,72147,"Capitaine Glarner","Les Bateliers",60,1468
274,72304,72323,"Place Jean Poulmarch",Saint-Denis,120,801
274,71552,71553,"Anatole France - Paul Vaillant-Couturier","Parc de la Planchette",60,737
274,72259,72274,"Jules Genovesi","Quai de Saint-Ouen",60,975
274,72115,72118,"Danielle Casanova","Mairie de Clichy",60,624
274,71524,71530,"Place de la Libération / Résidence Greffulhe","Hôpital Américain",60,737
274,72114,73707,Fournier,"Rue du Port",60,735
274,72246,72259,Ampère,"Jules Genovesi",60,1281
274,72050,72051,"Place Marie-Jeanne Bassot","Baudin / Collège Jean Jaurès",60,407
274,72111,420151,"Georges Boisseau","Victor Hugo - Sanzillon",60,1350
274,72126,420151,Saint-Ouen,"Victor Hugo - Sanzillon",60,1313
215,71135,479929,"Gare d'Austerlitz","Vincent Auriol",60,433
215,71597,71607,"Quai de la Gare",Bercy,120,433
215,71606,71607,Dugommier,Bercy,120,433
215,71656,71673,Marsoulan,Nation,60,433
215,71670,71710,"Hilsz - Lagny - Davout","Porte de Montreuil",120,433
215,71655,71673,"Pierre Bourdan",Nation,60,433
215,71675,412672,"Les Laitières","Vincennes RER - République",60,433
215,71621,71628,"Mairie du 12ème","Charles Bossut",60,433
215,71675,71691,"Les Laitières","Emile Zola",60,217
215,71654,71655,"Reuilly - Diderot","Pierre Bourdan",60,380
215,71654,463520,"Reuilly - Diderot","Colonel Bourgoin",120,433
215,71710,71711,"Porte de Montreuil","Rue de Paris",120,433
215,71663,71670,"Porte de Vincennes","Hilsz - Lagny - Davout",120,433
215,71606,71621,Dugommier,"Mairie du 12ème",60,433
215,71689,71711,"Elsa Triolet - Erignac","Rue de Paris",120,433
215,71688,71691,"Armand Carrel","Emile Zola",120,433
215,71656,71661,Marsoulan,"Cours de Vincennes / Pyrénées - Docteur Netter",60,422
215,71628,463520,"Charles Bossut","Colonel Bourgoin",60,433
215,71661,71663,"Cours de Vincennes / Pyrénées - Docteur Netter","Porte de Vincennes",120,433
215,71690,71691,Cuvier,"Emile Zola",60,216
215,71597,479929,"Quai de la Gare","Vincent Auriol",120,433
215,71675,71690,"Les Laitières",Cuvier,120,95
215,71688,71689,"Armand Carrel","Elsa Triolet - Erignac",60,296
217,70358,74030,"Maisons-Alfort - Les Juilliottes","Henri Mondor - Laferrière",180,674
217,70242,70281,"Pont de Vitry","Dolet - Zola",120,1335
217,70252,70328,"Salvador Allende - Edith Cavell","Waldeck Rousseau",180,1361
217,70306,70358,Viet,"Maisons-Alfort - Les Juilliottes",120,671
217,69996,485813,"John Kennedy","Hôtel de Ville",180,1345
217,70313,70363,Vitry-sur-Seine,"Port à l'Anglais",60,666
217,70220,70251,Église,"Général Gallieni",60,1345
217,70330,70365,"Paul Vaillant Couturier - Kennedy",Mairie,120,1335
217,70081,70144,"Orme Au Chat","Hôpital Chenevier",60,1345
217,70328,70331,"Waldeck Rousseau","Pasteur - Charles Fourier",120,695
217,70347,73625,"Raymond Jaclard","Maisons-Alfort - Alfortville",60,1334
217,70328,463621,"Waldeck Rousseau","Duras / Port à l'Anglais - Jules Guesde",60,614
217,70358,70373,"Maisons-Alfort - Les Juilliottes","République - Général Leclerc",60,1345
217,70351,70373,Jouët,"République - Général Leclerc",60,1191
217,70312,73625,Mairie,"Maisons-Alfort - Alfortville",60,1294
217,70051,70081,"Henri Cardinaud","Orme Au Chat",120,1342
217,70251,74030,"Général Gallieni","Henri Mondor - Laferrière",60,1305
217,70313,70331,Vitry-sur-Seine,"Pasteur - Charles Fourier",120,695
217,70182,70220,"Bretagne / D'Estienne d'Orves",Église,120,1345
217,70031,70051,"Juliette Savar / Casalis Savar","Henri Cardinaud",60,1345
217,70347,70365,"Raymond Jaclard",Mairie,60,1345
217,69998,70031,"René Arcos","Juliette Savar / Casalis Savar",60,1345
217,70144,70182,"Hôpital Chenevier","Bretagne / D'Estienne d'Orves",60,1155
217,70312,70341,Mairie,"République - Blum",60,1108
217,69996,69998,"John Kennedy","René Arcos",60,1340
217,70242,70252,"Pont de Vitry","Salvador Allende - Edith Cavell",60,1361
217,70281,70330,"Dolet - Zola","Paul Vaillant Couturier - Kennedy",60,1335
217,70306,74030,Viet,"Henri Mondor - Laferrière",60,604
217,70341,70351,"République - Blum",Jouët,60,1191
217,70363,463621,"Port à l'Anglais","Duras / Port à l'Anglais - Jules Guesde",60,486
247,72719,72745,"Louis Blériot",Cimetière,300,20
247,72707,72720,"Place de la Libération","Division Leclerc",120,40
247,72744,72745,"Descartes - Renault / Rond Point Pablo Néruda",Cimetière,90,40
247,72609,72639,"Stade Charles Sage","Place Joffre / Brément",120,20
247,72691,72707,Audran,"Place de la Libération",60,40
247,72766,481037,"Robert Brémond","Garonor - Porte Sud",60,30
247,72609,72634,"Stade Charles Sage","Émile Desprez",120,20
247,72760,72766,"Anatole Sigonneau - Centre d'Affaires","Robert Brémond",60,40
247,72714,72719,"Église Saint-Charles / Maria Valtat","Louis Blériot",60,20
247,72733,72739,Altrincham,Cosmonautes,150,20
247,72744,72760,"Descartes - Renault / Rond Point Pablo Néruda","Anatole Sigonneau - Centre d'Affaires",60,40
247,72720,72739,"Division Leclerc",Cosmonautes,60,40
247,72652,72665,Drancy,"Roger Salomon / Hôpital Privé de la Seine-Saint-Denis",120,40
247,72639,72652,"Place Joffre / Brément",Drancy,60,40
247,72714,72725,"Église Saint-Charles / Maria Valtat","Altrincham - Lénine",60,20
247,72586,72609,"Daniel Fery / Lycée Eugène Delacroix","Stade Charles Sage",60,20
247,72780,481037,Garonor,"Garonor - Porte Sud",90,40
247,72634,72639,"Émile Desprez","Place Joffre / Brément",60,20
247,72665,72674,"Roger Salomon / Hôpital Privé de la Seine-Saint-Denis","Ancienne Mairie",120,31
247,72674,72684,"Ancienne Mairie","Hôtel de Ville / Mairie",120,40
247,72684,72691,"Hôtel de Ville / Mairie",Audran,60,40
247,72725,72733,"Altrincham - Lénine",Altrincham,60,10
247,72586,72597,"Daniel Fery / Lycée Eugène Delacroix","Cité des Coquelicots",120,20
247,72597,72609,"Cité des Coquelicots","Stade Charles Sage",60,20
247,72739,72745,Cosmonautes,Cimetière,60,20
248,72534,72549,"Hôpital Avicenne","Drancy - Avenir",240,380
248,72609,72639,"Stade Charles Sage","Place Joffre / Brément",90,380
248,72564,72589,"Place du 19 Mars 1962",Mairie,120,380
248,72526,72534,"Gaston Roulaud","Hôpital Avicenne",60,188
248,72541,72569,"Diderot / Faidherbe","Faidherbe - Danton",60,190
248,72569,72600,"Faidherbe - Danton","Cité Pierre Semard / Faidherbe - Ferry",120,190
248,72589,72604,Mairie,"Jean-Pierre Timbaud",120,380
248,72549,73992,"Drancy - Avenir","IUT Paris 13",120,380
248,72549,72573,"Drancy - Avenir","Place de l'Amitié",120,760
248,72534,72541,"Hôpital Avicenne","Diderot / Faidherbe",120,190
248,72504,72516,"Division Leclerc - Stendhal",Courtillières,60,380
248,72541,72565,"Diderot / Faidherbe","Gutenberg - Diderot",60,54
248,72526,72541,"Gaston Roulaud","Diderot / Faidherbe",60,174
248,72496,72504,"Cité du Pont de Pierre","Division Leclerc - Stendhal",60,318
248,72639,72652,"Place Joffre / Brément",Drancy,90,380
248,72496,72514,"Cité du Pont de Pierre","Les Courtillières",60,362
248,72516,73695,Courtillières,"Fort d'Aubervilliers",60,380
248,72572,72584,"Auguste Blanqui","Barbusse - Croizat",60,377
248,72586,72609,"Daniel Fery / Lycée Eugène Delacroix","Stade Charles Sage",120,380
248,72600,72619,"Cité Pierre Semard / Faidherbe - Ferry","Aristide Briand",60,378
248,72604,72619,"Jean-Pierre Timbaud","Aristide Briand",60,380
248,72584,72586,"Barbusse - Croizat","Daniel Fery / Lycée Eugène Delacroix",60,323
248,72594,72600,"Gutenberg - Ferry","Cité Pierre Semard / Faidherbe - Ferry",60,190
248,72564,72572,"Place du 19 Mars 1962","Auguste Blanqui",60,342
248,72585,72594,"Gutenberg - Danton","Gutenberg - Ferry",60,190
248,72570,72585,"Gutenberg - Guynemer","Gutenberg - Danton",60,38
248,72514,73992,"Les Courtillières","IUT Paris 13",60,311
248,72565,72570,"Gutenberg - Diderot","Gutenberg - Guynemer",60,134
269,66922,426173,"Mairie / Hôtel de Ville",CHS,60,288
269,65791,66007,"Les Perreux","Lycée de la Tourelle / Lycée Jean-Jacques Rousseau",180,476
269,66732,424879,"Centre Commercial",Église,120,288
269,65702,65791,"Haut du Roy (Route des Refuzniks)","Les Perreux",180,476
269,66370,66453,"Espérance - Julien Boursier","Rue de Paris",180,431
269,66518,66562,"Rue de la Libération n°20","Maréchal Foch",120,431
269,66518,413243,"Rue de la Libération n°20","Mairie Château",120,216
269,66533,66562,"Écouen - Ézanville","Maréchal Foch",120,431
269,66291,66370,"Docteur Rampon","Espérance - Julien Boursier",120,428
269,66591,66621,"Place de la République","Hôtel de Ville",60,215
269,66684,66732,"La Justice","Centre Commercial",60,288
269,66649,491312,"National 1 / Piscine","Rû de Vaux",60,145
269,66501,66518,"Route d'Ezanville","Rue de la Libération n°20",60,215
269,424879,426173,Église,CHS,120,288
269,66591,425818,"Place de la République","Reims - Domont",60,216
269,66533,66558,"Écouen - Ézanville","Place de la Libération",60,431
269,66649,66651,"National 1 / Piscine","Les Bourguignons / Paul Fort",60,143
269,66640,425818,Fleming,"Reims - Domont",60,340
269,66113,66209,"Place du Souvenir Français","Les Chardonnerettes",60,431
269,66007,66069,"Lycée de la Tourelle / Lycée Jean-Jacques Rousseau","Marcelin Berthelot - Victor Hugo",60,476
269,66649,66684,"National 1 / Piscine","La Justice",120,288
269,66209,66291,"Les Chardonnerettes","Docteur Rampon",60,431
269,65582,73940,"Garges - Sarcelles","École Jean Jaurès",120,476
269,66486,66501,"Général Leclerc","Route d'Ezanville",60,215
269,65702,73940,"Haut du Roy (Route des Refuzniks)","École Jean Jaurès",60,476
269,66558,66591,"Place de la Libération","Place de la République",60,430
269,66621,425818,"Hôtel de Ville","Reims - Domont",60,215
269,66640,66651,Fleming,"Les Bourguignons / Paul Fort",60,215
269,66069,66113,"Marcelin Berthelot - Victor Hugo","Place du Souvenir Français",60,435
269,66486,413243,"Général Leclerc","Mairie Château",60,216
269,66453,66486,"Rue de Paris","Général Leclerc",60,354
269,66640,491312,Fleming,"Rû de Vaux",60,216
269,66651,491312,"Les Bourguignons / Paul Fort","Rû de Vaux",60,72
252,72064,72702,"Porte de la Chapelle","Cité Floréal",900,685
252,72777,72783,"Mairie / Pelletier","Les Parouzets",120,722
252,72702,72721,"Cité Floréal","Croix Blanche",120,722
252,65356,72788,"Pierre Sémard",L'Avenir,60,722
252,65535,65582,"Jean-Baptiste Corot - Lamartine","Garges - Sarcelles",180,722
252,72783,72786,"Les Parouzets","Collège Pablo Neruda / Léo Lagrange",120,722
252,65451,65505,"Plein Midi / Victor Baltard / Lycée Arthur Rimbaud","Charles de Gaulle - Mitterrand",60,722
252,72721,72746,"Croix Blanche","Le Globe",60,722
252,72755,72777,"François Bégué","Mairie / Pelletier",120,722
252,65394,65451,Bellevue,"Plein Midi / Victor Baltard / Lycée Arthur Rimbaud",60,696
252,72746,72755,"Le Globe","François Bégué",120,722
252,72786,72788,"Collège Pablo Neruda / Léo Lagrange",L'Avenir,60,722
252,65505,65535,"Charles de Gaulle - Mitterrand","Jean-Baptiste Corot - Lamartine",180,720
252,65356,65394,"Pierre Sémard",Bellevue,60,674
260,70652,427174,"Ile Saint Germain / Bas Meudon / Pierre Poli","Pierre Lefaucheux",240,376
260,70729,71154,"Escudier / Saint-Denis - Jean-Baptiste Clément","Église / Parchamp",120,376
260,71042,427192,"Suzanne Lenglen","Rue Henri Farman",120,376
260,70703,71035,"Silly - Gallieni / Square des Frères Farman","Lycée E.J. Marey",120,376
260,71154,71168,"Église / Parchamp","Gambetta - Porte de Boulogne",120,376
260,71022,427192,"Gallieni - Camille Desmoulins","Rue Henri Farman",120,376
260,70721,70729,"Boulogne Pont de Saint-Cloud","Escudier / Saint-Denis - Jean-Baptiste Clément",60,274
260,70614,427178,"Médiathèque des Chartreux / Rue de la Gare","Passerelle de l'Europe",60,355
260,71016,427185,"Issy Val de Seine","Esplanade du Foncet",60,376
260,427178,427185,"Passerelle de l'Europe","Esplanade du Foncet",60,253
260,70703,70711,"Silly - Gallieni / Square des Frères Farman","André Morizet / Silly",60,376
260,70711,70721,"André Morizet / Silly","Boulogne Pont de Saint-Cloud",60,376
260,73865,419795,"Parc de Billancourt","Cours de l'Ile Seguin",60,376
260,70614,70622,"Médiathèque des Chartreux / Rue de la Gare","Les Moulineaux",60,153
260,73865,427174,"Parc de Billancourt","Pierre Lefaucheux",60,376
260,71012,71035,"Yves Kermen","Lycée E.J. Marey",60,295
260,71012,419795,"Yves Kermen","Cours de l'Ile Seguin",60,376
260,71016,71022,"Issy Val de Seine","Gallieni - Camille Desmoulins",60,376
260,70622,70652,"Les Moulineaux","Ile Saint Germain / Bas Meudon / Pierre Poli",120,376
239,72184,72211,Murger,"La Plaine Stade de France",120,1557
239,72257,72262,"Delaunay - Rimet","Pont du Canal",120,1557
239,72262,72285,"Pont du Canal","Saint-Denis - Porte de Paris",120,1557
239,72161,72184,"La Montjoie - Germaine Tillion / Saint-Gobain",Murger,120,1557
239,72434,73798,"Porte d'Aubervilliers","Rosa Parks",240,1557
239,72434,72451,"Porte d'Aubervilliers","Parc du Millénaire",120,775
239,72285,72292,"Saint-Denis - Porte de Paris","Pierre de Geyter",120,1557
239,72222,72241,"Avenue du Stade de France","Jesse Owens",180,1557
239,73798,420584,"Rosa Parks","Rosa Parks - Curial",60,1557
239,72241,72257,"Jesse Owens","Delaunay - Rimet",120,1557
239,72211,72222,"La Plaine Stade de France","Avenue du Stade de France",60,1557
239,72143,72161,Métallurgie,"La Montjoie - Germaine Tillion / Saint-Gobain",60,1557
239,72143,74041,Métallurgie,"Front Populaire",60,1548
239,72451,479939,"Parc du Millénaire",Skanderbeg,120,758
239,72107,73854,"Net Squ@re","Magasins Généraux",60,1557
239,74041,415644,"Front Populaire","Modes et Médias",120,894
239,72451,73854,"Parc du Millénaire","Magasins Généraux",180,1557
239,72107,415644,"Net Squ@re","Modes et Médias",60,1424
239,72434,479939,"Porte d'Aubervilliers",Skanderbeg,60,782
286,69743,69749,"Auguste Mounié - Division Leclerc","Yvon - Pasteur / Pasteur - Jaurès",60,1082
286,69786,69802,"Emile Zola / Le Petit Fresnes",Gallieni,180,1071
