Nom de l'arrêt;Coordonnées OSM;ArTGeopoint;ID ArR;id_arr;ArTId;Code de ligne (OSM);Distance (km);Distance (m);Geo Shape;wheelchair;source:wheelchair;ArTName;Zone de transport;bench;bin;lit;shelter;tactile_paving;FournisseurId;FournisseurName;ArTTown;ArTPostalRegion;ArTPublicCode
Henri Barbusse;48.8791634,2.6354726;48.879190592629996, 2.635432351980567;16870;16870;50219275;"6;311";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6354726, 48.8791634]}";no;STIF 2019-01;Henri Barbusse;5;yes;yes;yes;yes;no;509;MARNE ET BRIE;Vaires-sur-Marne;77479;-
Carnot;48.8815712,2.6334093;48.88156763756897, 2.6334249238017677;16883;16883;50223131;"6;311";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6334093, 48.8815712]}";no;STIF 2019-01;Carnot;5;;;;;;599;GC MARNE ET BRIE;Vaires-sur-Marne;77479;-
Gare de Vaires - Torcy (Nord);48.8758001,2.638635;48.87582787042178, 2.6386326184628506;"16730;480186";16730;50223140;"N141;19;2;20a";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.638635, 48.8758001]}";yes;STIF 2019-01;Gare de Vaires - Torcy (Nord);5;yes;;;yes;no;599;GC MARNE ET BRIE;Vaires-sur-Marne;77479;-
Trinité;48.8761435,2.3315517;48.876134917616994, 2.331573233832715;35849;35849;50229348;"26;43";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3315517, 48.8761435]}";yes;;Trinité;1;yes;no;yes;yes;no;541;DEFENSE SEINE OUEST;Paris 9e;75109;-
Pont Saint-Michel - Quai des Orfèvres;48.8544818,2.3444375;48.85446915412635, 2.3444850462053894;36485;36485;50236851;"24;27";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3444375, 48.8544818]}";;;Pont Saint-Michel - Quai des Orfèvres;1;no;no;yes;no;yes;547;SEINE ORLY;Paris 1er;75101;-
Charles Hildevert;48.8937269,2.50683;48.893730271527396, 2.5067850846440654;25550;25550;50220529;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.50683, 48.8937269]}";;;Charles Hildevert;4;no;;;no;no;545;RATP CAP BOUCLES DE MARNE;Villemomble;93077;-
Joffre;48.803581,2.5079649;48.803566992148184, 2.5080053070520822;27630;27630;50235158;117;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5079649, 48.803581]}";yes;STIF 2019-01;Joffre;3;no;yes;;no;no;546;POMPADOUR;Saint-Maur-des-Fossés;94068;-
Château de Villemomble;48.8838279,2.5106432;48.88385377562266, 2.5106695045624874;28520;28520;50236716;"N23;114;221;303";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5106432, 48.8838279]}";yes;STIF 2019-01;Château de Villemomble;4;;;;;;547;SEINE ORLY;Villemomble;93077;-
Château de Villemomble;48.8838279,2.5106432;48.88385371989269, 2.510655868838167;28520;28520;50220973;"N23;114;221;303";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5106432, 48.8838279]}";yes;STIF 2019-01;Château de Villemomble;4;;;;;;545;RATP CAP BOUCLES DE MARNE;Villemomble;93077;-
Église d'Auteuil;48.8477723,2.2692753;48.84776503663628, 2.269293449651978;9130;9130;50236058;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2692753, 48.8477723]}";yes;;Église d'Auteuil;1;yes;no;yes;yes;no;547;SEINE ORLY;Paris 16e;75116;-
Église d'Auteuil;48.8477723,2.2692753;48.847764953414256, 2.269279823692324;9130;9130;50229188;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.2692753, 48.8477723]}";yes;;Église d'Auteuil;1;yes;no;yes;yes;no;541;DEFENSE SEINE OUEST;Paris 16e;75116;-
Botzaris - Buttes Chaumont;48.8761696,2.3808039;48.8761927826237, 2.3807927974824064;26558;26558;50114324;26;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3808039, 48.8761696]}";yes;STIF 2019-01;Botzaris - Buttes Chaumont;1;yes;no;yes;yes;no;59;RATP;Paris 19e;75119;-
Cadet;48.8756682,2.3424157;48.87566452550827, 2.3424458259902976;26762;26762;50142608;"26;43;32";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3424157, 48.8756682]}";yes;;Cadet;1;yes;yes;;yes;no;59;RATP;Paris 9e;75109;-
Berthollet - Vauquelin;48.8401034,2.3462714;48.840116170314, 2.346273314391971;25292;25292;50114348;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3462714, 48.8401034]}";no;STIF 2019-01;Berthollet - Vauquelin;1;no;no;yes;no;no;59;RATP;Paris 5e;75105;-
Berthollet - Vauquelin;48.8401034,2.3462714;48.840116170314, 2.346273314391971;25292;25292;50236437;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3462714, 48.8401034]}";no;STIF 2019-01;Berthollet - Vauquelin;1;no;no;yes;no;no;547;SEINE ORLY;Paris 5e;75105;-
Masséna - Darmesteter;48.8232166,2.3746206;48.823215712690526, 2.3746253246368947;22797;22797;50114362;27;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3746206, 48.8232166]}";;;Masséna - Darmesteter;1;yes;no;yes;yes;yes;59;RATP;Paris 13e;75113;-
Nationale;48.8329489,2.3623282;48.83294495204372, 2.362329549182146;25745;25745;50114368;"N31;27;61";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3623282, 48.8329489]}";no;STIF 2019-01;Nationale;1;yes;no;no;no;no;59;RATP;Paris 13e;75113;-
Oudiné;48.8265437,2.3732051;48.826544981111844, 2.3732096251843373;37404;37404;50236958;"27;N31;132";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3732051, 48.8265437]}";;;Oudiné;1;yes;no;;yes;no;547;SEINE ORLY;Paris 13e;75113;-
Oudiné;48.8265437,2.3732051;48.826544981111844, 2.3732096251843373;37404;37404;50114364;"27;N31;132";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3732051, 48.8265437]}";;;Oudiné;1;yes;no;;yes;no;59;RATP;Paris 13e;75113;-
Alésia - Maine;48.8286195,2.3267263;48.828648496455145, 2.3266924204720296;27082;27082;50227457;"28;92;N66";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3267263, 48.8286195]}";no;STIF 2019-01;Alésia - Maine;1;yes;no;yes;yes;no;540;CROIX DU SUD;Paris 14e;75114;-
Daumesnil - Diderot;48.846574,2.3770203;48.84656674893589, 2.3770159367323105;39850;39850;50221366;"29;57;N11;N33";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3770203, 48.846574]}";no;STIF 2019-01;Daumesnil - Diderot;1;yes;yes;yes;yes;no;545;RATP CAP BOUCLES DE MARNE;Paris 12e;75112;-
Fabre d'Églantine;48.8455607,2.3960708;48.84555835065813, 2.3960912930891625;29426;29426;50114444;29;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3960708, 48.8455607]}";yes;STIF 2019-01;Fabre d'Églantine;1;yes;no;yes;yes;no;59;RATP;Paris 12e;75112;-
Porte de Montempoivre;48.8410413,2.4120652;48.841051029765055, 2.4120304741700425;39886;39886;50145490;29;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4120652, 48.8410413]}";yes;STIF 2019-01;Porte de Montempoivre;1;yes;yes;;yes;no;59;RATP;Paris 12e;75112;-
Tournelles - Saint-Gilles;48.8576997,2.3675756;48.85769617166551, 2.3675738666650736;39887;39887;50114454;29;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3675756, 48.8576997]}";yes;STIF 2019-01;Tournelles - Saint-Gilles;1;no;yes;yes;no;no;59;RATP;Paris 3e;75103;-
Exploradôme;48.7933826,2.3926326;48.793368061627845, 2.3926524712671884;37408;37408;50144843;132;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3926326, 48.7933826]}";;;Exploradôme;3;yes;yes;no;yes;no;59;RATP;Vitry-sur-Seine;94081;-
C.S.T.B. - Matteotti;48.8558698,2.5906556;48.855870299137294, 2.590661279736933;413427;413427;50222479;"20b;220;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5906556, 48.8558698]}";yes;STIF 2019-01;CSTB - Matteotti;4;yes;yes;;yes;no;599;GC MARNE ET BRIE;Champs-sur-Marne;77083;-
C.S.T.B. - Matteotti;48.8558698,2.5906556;48.85587924561027, 2.5906475806047133;413427;413427;50221411;"20b;220;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5906556, 48.8558698]}";yes;STIF 2019-01;C.S.T.B. - Matteotti;4;yes;yes;;yes;no;545;RATP CAP BOUCLES DE MARNE;Champs-sur-Marne;77083;-
Les Totems;48.8414642,2.6186565;48.84146549234077, 2.61866492461837;426678;426678;50219628;213;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6186565, 48.8414642]}";no;STIF 2019-01;Les Totems;5;no;no;;no;no;509;MARNE ET BRIE;Noisiel;77337;-
Ivry-sur-Seine RER;48.8136808,2.3893331;48.81365020719933, 2.3892977276670555;15122;15122;50118085;125;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3893331, 48.8136808]}";yes;STIF 2019-01;Ivry-sur-Seine;2;yes;yes;yes;yes;yes;1;SNCF;Ivry-sur-Seine;94041;-
Henri Barbusse;48.711425,2.4882911;48.71141058909731, 2.488255066161705;20536;20536;50190439;"B;F";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4882911, 48.711425]}";no;STIF 2019-01;Henri Barbusse;4;yes;yes;yes;yes;no;521;MARNE ET SEINE;Yerres;91691;-
République - Vaillant Couturier / Vitry-sur-Seine Gare;48.7999855,2.4002702;48.799990157090974, 2.400281153088507;23368;23368;50236266;"182;N133";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4002702, 48.7999855]}";yes;STIF 2019-01;République - Vaillant-Couturier;3;yes;yes;yes;yes;no;547;SEINE ORLY;Vitry-sur-Seine;94081;-
Collège Goscinny;48.8699288,2.6465918;48.86996111386948, 2.6465937943334796;16674;16674;50223135;"2;6";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6465918, 48.8699288]}";no;STIF 2019-01;Collège Goscinny;5;;;;;;599;GC MARNE ET BRIE;Vaires-sur-Marne;77479;-
Pyrénées - Docteur Netter;48.8475642,2.4067225;48.847563151367034, 2.40672428225198;36503;36503;50245243;"CHARONN;86;351;N11;215";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4067225, 48.8475642]}";no;STIF 2019-01;Pyrénées - Docteur Netter;1;yes;yes;yes;yes;no;875;SRL PARIS;Paris 20e;75120;-
Porte de Saint-Ouen - Hôpital Bichat;48.8992548,2.3294632;48.89921770490546, 2.329435389559425;25771;25771;50121731;"81;21";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3294632, 48.8992548]}";no;STIF 2019-01;Porte de Saint-Ouen - Hôpital Bichat;1;yes;no;;yes;;59;RATP;Paris 17e;75117;-
Noailles;48.8000166,2.1328201;48.800012825990684, 2.1328208464662715;4266;4266;50177146;"Nuit1;Nuit3";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1328201, 48.8000166]}";yes;STIF 2018-07;Noailles;4;yes;yes;;yes;;527;VELIZY VALLEES;Versailles;78646;-
Breguet - Sabin;48.8544422,2.3718604;48.854445142685094, 2.371865487571635;26299;26299;50121538;69;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3718604, 48.8544422]}";yes;STIF 2019-01;Bréguet - Sabin;1;no;no;yes;no;no;59;RATP;Paris 11e;75111;-
Lycée du Lac;48.7796159,2.4439566;48.779596010528856, 2.4439285827091775;17033;17033;50190274;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4439566, 48.7796159]}";no;STIF 2018-07;Lycée du Lac;3;yes;yes;;yes;no;521;MARNE ET SEINE;Créteil;94028;-
Hôtel de Ville de Vitry;48.7892511,2.388542;48.78925486575317, 2.3885487938134498;23203;23203;50123276;"132;180";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.388542, 48.7892511]}";yes;STIF 2019-01;Hôtel de Ville de Vitry;3;yes;yes;;yes;no;59;RATP;Vitry-sur-Seine;94081;-
Musée MAC VAL;48.7928351,2.3864913;48.79283300300572, 2.386505804162756;26697;26697;50125068;N31;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3864913, 48.7928351]}";no;STIF 2019-01;Musée MAC VAL;3;no;yes;yes;no;no;59;RATP;Vitry-sur-Seine;94081;-
Musée MAC VAL;48.7928423,2.3860478;48.79285732696172, 2.385988238843148;26696;26696;50125026;N31;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3860478, 48.7928423]}";no;STIF 2019-01;Musée MAC VAL;3;no;yes;yes;no;no;59;RATP;Vitry-sur-Seine;94081;-
Les Gobelins;48.8364196,2.3504307;48.83640654197457, 2.3504479226687005;25298;25298;50121827;"83;59";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3504307, 48.8364196]}";no;STIF 2019-01;Les Gobelins;1;yes;no;yes;yes;no;59;RATP;Paris 13e;75113;-
Pascal;48.8355098,2.3475531;48.83549151659624, 2.3475710799855567;25332;25332;50236445;"83;59";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3475531, 48.8355098]}";no;STIF 2019-01;Pascal;1;yes;no;yes;yes;;547;SEINE ORLY;Paris 13e;75113;-
Albert Kahn;48.8950538,2.3463649;48.89505742396937, 2.346347271775818;36490;36490;50218670;85;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3463649, 48.8950538]}";yes;STIF 2019-01;Albert Kahn;1;no;yes;no;no;no;542;BOUCLE NORD DE SEINE;Paris 18e;75118;-
Marché aux Puces;48.9017438,2.3432161;48.90174016486507, 2.343207743346726;420406;420406;50218842;85;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3432161, 48.9017438]}";yes;STIF 2019-01;Marché aux Puces;2;no;no;no;no;no;542;BOUCLE NORD DE SEINE;Saint-Ouen;93070;-
Paul Bert;48.9029712,2.3407303;48.90295857622731, 2.340723265244988;24878;24878;50218468;85;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3407303, 48.9029712]}";yes;STIF 2019-01;Paul Bert;2;no;yes;no;no;no;542;BOUCLE NORD DE SEINE;Saint-Ouen;93070;-
Paul Bert;48.9036138,2.3398041;48.90360999570436, 2.3398010251759733;24877;24877;50218467;85;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3398041, 48.9036138]}";yes;STIF 2019-01;Paul Bert;2;yes;yes;yes;yes;no;542;BOUCLE NORD DE SEINE;Saint-Ouen;93070;-
Porte de Clignancourt;48.897633,2.3445162;48.89761016933605, 2.344460172568288;26984;26984;50218542;"N44;85;N14";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3445162, 48.897633]}";yes;STIF 2019-01;Porte de Clignancourt;1;yes;no;;yes;no;542;BOUCLE NORD DE SEINE;Paris 18e;75118;-
Albert Kahn;48.8953932,2.3460017;48.89538828809078, 2.3460021308818844;23005;23005;50218343;85;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3460017, 48.8953932]}";yes;STIF 2019-01;Albert Kahn;1;;;;no;;542;BOUCLE NORD DE SEINE;Paris 18e;75118;-
Labat;48.8892307,2.3482522;48.88923117952133, 2.3482478851703705;23003;23003;50218341;85;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3482522, 48.8892307]}";yes;STIF 2019-01;Labat;1;no;no;yes;no;no;542;BOUCLE NORD DE SEINE;Paris 18e;75118;-
Mairie du 18e - Jules Joffrin;48.8922647,2.345409;48.89226457837834, 2.3454412667096687;27469;27469;50114527;60;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.345409, 48.8922647]}";no;STIF 2019-01;Mairie du 18e - Jules Joffrin;1;yes;yes;yes;yes;no;59;RATP;Paris 18e;75118;-
Mairie du 18e - Jules Joffrin;48.8926333,2.3439677;48.89262514052013, 2.343950109723919;27468;27468;50231500;"31;60";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3439677, 48.8926333]}";no;STIF 2019-01;Mairie du 18e - Jules Joffrin;1;yes;yes;yes;no;no;543;PLAINE SAINT-DENIS;Paris 18e;75118;-
Mairie du 18e - Jules Joffrin;48.8926333,2.3439677;48.89263420784002, 2.343963634228192;27468;27468;50114478;"31;60";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3439677, 48.8926333]}";no;STIF 2019-01;Mairie du 18e - Jules Joffrin;1;yes;yes;yes;no;no;59;RATP;Paris 18e;75118;-
Cité Jardins;48.7462923,2.3757452;48.74630449961863, 2.375777654517597;36156;36156;50125044;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3757452, 48.7462923]}";no;STIF 2019-01;Cité Jardins;4;yes;yes;;yes;;59;RATP;Orly;94054;-
Parc Méliès;48.7448694,2.3927028;48.74487151675347, 2.3926589161396863;26930;26930;50236570;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3927028, 48.7448694]}";no;STIF 2019-01;Parc Méliès;4;;;;yes;;547;SEINE ORLY;Orly;94054;-
Parc Méliès;48.7448694,2.3927028;48.7448625229233, 2.3926590207408944;26930;26930;50235036;;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3927028, 48.7448694]}";no;STIF 2019-01;Parc Méliès;4;;;;yes;;546;POMPADOUR;Orly;94054;-
L'Haÿ-les-Roses - Lallier;48.7755026,2.3531716;48.77550547024954, 2.3531655086264713;27645;27645;50145226;v2;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3531716, 48.7755026]}";yes;STIF 2019-01;L'haÿ-les-Roses - Lallier;3;no;yes;yes;no;no;59;RATP;L'Haÿ-les-Roses;94038;-
Roger Salengro - Fontainebleau;48.8148945,2.3609966;48.81489634830145, 2.36099775715814;26903;26903;50235032;"47;125;131;185;186;N15;N22";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3609966, 48.8148945]}";no;STIF 2019-01;Roger Salengro - Fontainebleau;2;yes;yes;yes;yes;no;546;POMPADOUR;Le Kremlin-Bicêtre;94043;-
Pont;48.6437608,2.8295188;48.64375721209392, 2.8295313785373803;6761;6761;50187907;"3129;3134;3140;3204;7701";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.8295188, 48.6437608]}";;;Pont;5;;;;;;513;PAYS BRIARD;Verneuil-l'Étang;77493;-
Mairie;48.3419652,2.1618777;48.341978439174895, 2.1618540930760703;"11645;11644";11644;50239367;4418;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.1618777, 48.3419652]}";;;Mairie d'Arrancourt;5;;;;;;524;ESSONNE SUD OUEST;Arrancourt;91022;-
Pointe de Champs;48.8544264,2.5972654;48.854426805659564, 2.597268796835214;8226;8226;50219216;"220;312;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5972654, 48.8544264]}";yes;STIF 2019-01;Pointe de Champs;4;yes;yes;;yes;no;509;MARNE ET BRIE;Champs-sur-Marne;77083;-
Pointe de Champs;48.8544264,2.5972654;48.85443575290057, 2.59725509921702;8226;8226;50222487;"220;312;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5972654, 48.8544264]}";yes;STIF 2019-01;Pointe de Champs;4;yes;yes;;yes;no;599;GC MARNE ET BRIE;Champs-sur-Marne;77083;-
Mozart;48.962496,2.058046;48.96246584243201, 2.0580544792431237;35003;35003;50203159;A1;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.058046, 48.962496]}";;;Mozart;5;yes;;yes;yes;;502;CERGY-PONTOISE CONFLUENCE;Achères;78005;-
Bel Air;48.8495628,2.6408617;48.84956532023959, 2.640872438508522;15315;15315;50223085;"20d;220;421;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6408617, 48.8495628]}";yes;STIF 2019-01;Bel Air;5;yes;yes;yes;yes;yes;599;GC MARNE ET BRIE;Torcy;77468;-
Tour des Jeunes Mariés;48.847921,2.6157811;48.84788651852923, 2.6157699517845927;8217;8217;50244943;220;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6157811, 48.847921]}";yes;STIF 2019-01;Tour des Jeunes Mariés;5;yes;;;yes;;599;GC MARNE ET BRIE;Noisiel;77337;-
La Mogotte;48.8498355,2.6373717;48.84983354545764, 2.637368392856998;8220;8220;50219210;"20d;220;421;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6373717, 48.8498355]}";yes;STIF 2019-01;La Mogotte;5;yes;yes;yes;yes;yes;509;MARNE ET BRIE;Torcy;77468;-
La Mogotte;48.8498355,2.6373717;48.84983346285251, 2.6373411389764354;8220;8220;50223114;"20d;220;421;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6373717, 48.8498355]}";yes;STIF 2019-01;La Mogotte;5;yes;yes;yes;yes;yes;599;GC MARNE ET BRIE;Torcy;77468;-
La Remise aux Fraises;48.8505173,2.6302241;48.85051315732894, 2.6302229015794976;25922;25922;50219331;"20d;211;220;421;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6302241, 48.8505173]}";no;STIF 2019-01;La Remise aux Fraises;5;yes;yes;yes;yes;no;509;MARNE ET BRIE;Noisiel;77337;-
Le Carré du Faon;48.8507994,2.6140146;48.850794732316935, 2.6140178162028205;37654;37654;50219570;220;0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6140146, 48.8507994]}";yes;STIF 2019-01;Le Carré du Faon;5;yes;yes;;yes;no;509;MARNE ET BRIE;Noisiel;77337;-
Les Rosiers;48.8561479,2.577014;48.85614665380908, 2.577030184301146;41779;41779;50219607;"220;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.577014, 48.8561479]}";yes;STIF 2019-01;Les Rosiers;4;;;;;;509;MARNE ET BRIE;Gournay-sur-Marne;93033;-
Les Rosiers;48.8561479,2.577014;48.856137612551834, 2.577016628767191;41779;41779;50221397;"220;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.577014, 48.8561479]}";yes;STIF 2019-01;Les Rosiers;4;;;;;;545;RATP CAP BOUCLES DE MARNE;Gournay-sur-Marne;93033;-
Les Tilleuls;48.8502246,2.6477715;48.85022441350575, 2.647790577129467;15507;15507;50219259;"20d;220;421;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6477715, 48.8502246]}";yes;STIF 2019-01;Les Tilleuls;5;;;;;;509;MARNE ET BRIE;Torcy;77468;-
Les Tilleuls;48.850263,2.6474777;48.850259543452914, 2.647504165739011;8244;8244;50220259;"20d;220;421;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6474777, 48.850263]}";yes;STIF 2019-01;Les Tilleuls;5;;;;;;545;RATP CAP BOUCLES DE MARNE;Torcy;77468;-
Les Tilleuls;48.850263,2.6474777;48.850259543452914, 2.647504165739011;8244;8244;50219227;"20d;220;421;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6474777, 48.850263]}";yes;STIF 2019-01;Les Tilleuls;5;;;;;;509;MARNE ET BRIE;Torcy;77468;-
Porte de Vitry;48.8238216,2.3772886;48.82382319423981, 2.3772876975068815;413075;413075;50144200;"132;N133";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.3772886, 48.8238216]}";;;Porte de Vitry;1;yes;yes;yes;yes;no;59;RATP;Paris 13e;75113;-
La Folie;48.8979087,2.442242;48.89790763331256, 2.442242092831838;26467;26467;50233556;"322;301";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.442242, 48.8979087]}";yes;STIF 2019-01;La Folie;3;yes;yes;;yes;no;544;TRANSDEV OURCQ;Noisy-le-Sec;93053;-
Raymond Queneau-Métro;48.8955301,2.4251092;48.89555148640766, 2.4251362473585627;37427;37427;50123782;"145;147;N45";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.4251092, 48.8955301]}";yes;STIF 2019-01;Raymond Queneau-Métro;3;no;no;;no;;59;RATP;Bobigny;93008;-
Maison de Retraite;48.8524871,2.6095259;48.852461946876474, 2.609535503659459;25920;25920;50220596;"220;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6095259, 48.8524871]}";yes;STIF 2019-01;Maison de Retraite;5;yes;yes;yes;yes;no;545;RATP CAP BOUCLES DE MARNE;Champs-sur-Marne;77083;-
Maison de Retraite;48.8524871,2.6095259;48.85247988866982, 2.6095217412735585;25920;25920;50222486;"220;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6095259, 48.8524871]}";yes;STIF 2019-01;Maison de Retraite;5;yes;yes;yes;yes;no;599;GC MARNE ET BRIE;Champs-sur-Marne;77083;-
Maison de Retraite;48.8524871,2.6095259;48.852470940009006, 2.6095354362712393;25920;25920;50219329;"220;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6095259, 48.8524871]}";yes;STIF 2019-01;Maison de Retraite;5;yes;yes;yes;yes;no;509;MARNE ET BRIE;Champs-sur-Marne;77083;-
Mairie de Champs;48.8523692,2.6016474;48.85236399307094, 2.6016456744354692;40117;40117;50221379;"100;220;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6016474, 48.8523692]}";yes;STIF 2019-01;Mairie de Champs;4;yes;yes;;yes;no;545;RATP CAP BOUCLES DE MARNE;Champs-sur-Marne;77083;-
Mairie de Champs;48.8523692,2.6016474;48.85236403843959, 2.6016593020078087;40117;40117;50219585;"100;220;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.6016474, 48.8523692]}";yes;STIF 2019-01;Mairie de Champs;4;yes;yes;;yes;no;509;MARNE ET BRIE;Champs-sur-Marne;77083;-
Pointe de Champs;48.8546207,2.5971512;48.85462424117944, 2.597144614219957;8241;8241;50220257;"220;312;N34";0.0;0;"{""type"": ""Point"", ""coordinates"": [2.5971512, 48.8546207]}";yes;STIF 2019-01;Pointe de Champs;4;yes;yes;;yes;no;545;RATP CAP BOUCLES DE MARNE;Champs-sur-Marne;77083;-
